Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
Compra GmbH;1;2;2;2022-05-13;511000.0;511000.0;0;Gröbenzell;82194;;
OVOL Papier Deutschland GmbH;2;2;1;2026-05-28;511000.0;511000.0;0;Hamburg;22083;info@liebergesell.com;http://www.liebergesell.com
ADN;2;2;2;2023-09-15;509061.0;509061.0;0;Bochum;44866;henrik.haase@adn.de;
Vereinigte Papierwarenfabriken GmbH;1;2;2;2025-10-07;506162.0;253081.0;0;Feuchtwangen;91555;peter.haberzettl@vp-group.de;
DATA-QUEST;2;2;1;2022-08-18;505153.0;252576.0;0;Göttingen;37085;info@data-quest.de;
BAU;2;2;2;2024-05-24;502647.0;502647.0;0;Berlin;14165;info@wwbau.de;
PUW-NETZWERK;2;2;2;2025-12-22;500000.0;500000.0;0;Haltern am See;45721;vertrieb@puw-netzwerk.de;
junidas GmbH;1;2;2;2026-02-16;500000.0;500000.0;0;Stuttgart;80331;;http://empacta.de
PIXELPOINT;2;2;2;2026-01-28;500000.0;500000.0;0;Klagenfurt;9020;winkler@pixelpoint.at;
GANTNER;2;2;2;2026-05-11;497426.0;248713.0;0;Bochum;44809;ausschreibungen@gantner.de;
Cybeport GmbH;1;2;2;2023-01-11;497379.0;248689.0;0;dresden;01099;;
neusta mobile solutions GmbH;1;2;2;2023-09-08;494807.0;494807.0;0;Bremen;28217;;
INOTEC;1;2;2;2022-01-05;494729.0;494729.0;0;Wölfersheim;61200;info@inotec.eu;
ML Consulting Schulung, Service & Support GnmbH;1;2;2;2022-01-03;483960.0;483960.0;0;Köln;50858;;
DATATEC;1;2;2;2025-04-24;483724.0;229144.0;0;Reutlingen;72770;anja.weber@datatec.eu;
TRIO-GROUP;2;2;2;2025-09-03;480000.0;480000.0;0;Mannheim;68305;info@trio-group.de;
LLS BriefLogistik GmbH;1;2;2;2023-06-29;478962.0;478962.0;0;Suhl;98527;;
ASKLEPIOS;2;2;2;2024-11-07;478455.0;478455.0;0;Hamburg;20099;info.proresearch@asklepios.com;
Erler-Zimmer GmbH & Co. KG;1;2;2;2022-05-31;477593.0;96702.0;0;Lauf;77886;;
MACARTNEY;1;2;2;2025-09-03;474480.0;474480.0;0;Kiel;24148;info@m-b-t.com;
CONTIDATA;1;2;2;2022-07-15;472580.0;472580.0;0;Dortmund;44141;info@contidata.de;
DATENBANKGESELLSCHAFT;1;2;1;2025-12-16;471982.0;235991.0;0;Falkensee;14612;ausschreibung@datenbankgesellschaft.de;
TecFox GmbH;2;2;2;2025-08-12;471600.0;235800.0;0;Braunschweig;38118;;
Bonamic GmbH;1;2;2;2022-09-01;471066.0;471066.0;1;Bochum;44789;;
DIGITALFABRIX;1;2;1;2023-06-06;470000.0;235000.0;0;München;80686;katja.koehler@digitalfabrix.de;
B2M Software AG;1;2;2;2022-10-08;469065.0;234533.0;0;München;64293;;
Witte Vertriebs GmbH;1;2;2;2022-02-25;468837.0;234419.0;0;Dresden;01159;info@witte-dresden.de;
LEITEK;1;2;2;2026-04-20;467820.0;467820.0;0;Schwerin;19061;info@leitek.de;http://leitek.de
STAFFTASTIC;2;2;2;2024-11-25;460000.0;460000.0;0;Fulda;36037;jan@stafftastic.de;
TAUW;1;2;2;2024-03-13;458600.0;458600.0;0;Moers;47441;info.moers@tauw.de;
IBM Deutschland GBS GmbH;1;2;2;2022-12-21;451534.0;225767.0;0;Flensburg;;;
PROCILON;1;2;2;2023-08-17;450000.0;450000.0;0;Taucha;04425;info@procilon.de;
Allgäuer Überlandwerk Gesellschaft mit beschränkter Haftung;1;2;2;2023-03-29;450000.0;450000.0;0;Kempten (Allgäu);87435;michael.vollkomm@auew.de;
mHealth Pioneers GmbH;1;2;2;2023-04-14;450000.0;450000.0;0;Berlin;10967;;
OEDIV SecuSys GmbH;2;2;2;2026-06-01;448640.0;448640.0;0;Rostock;18146;;
Crämer IT-Solutions GmbH;1;2;1;2022-10-11;444090.0;222045.0;0;Menden;58710;;
PAN Planungsbüro für angewandten Naturschutz GmbH;1;2;2;2022-02-21;440092.0;220046.0;0;München;81925;;
PROMIO;1;2;2;2023-07-17;439620.0;439620.0;0;Bonn;53113;business@promio.net;
IAV;1;2;2;2024-08-23;436786.0;436786.0;0;Berlin;10587;public_tenders@iav.de;
Axians Networks Solutions GmbH;1;2;2;2023-04-24;433563.0;433563.0;0;Dortmund;44227;;
SoftwareONE;2;2;2;2026-04-27;432419.0;216209.0;0;Stans;6370;vergabestelle@polizei.berlin.de;
ENVITE;1;2;2;2026-02-03;431382.0;431382.0;0;Stuttgart;70567;holger.hagen@envite.de;
COMMUNISYSTEMS;1;2;2;2023-12-19;431285.0;431285.0;0;Leipzig;04229;info@communisystems.com;
ADECCO;1;2;2;2025-04-07;427748.0;427748.0;0;Berlin;10178;ariane.numrich@adecco.de;
itsc GmbH;1;2;1;2024-05-24;426589.0;426589.0;0;Hannover;30659;ausschreibungen@itsc.de;
ASB Systembau Horst Babinsky GmbH;1;2;1;2025-09-29;425000.0;425000.0;0;Stein an der Traun;83371;schmidl@asbglassfloor.com;http://asbglassfloor.com
Böttcher Datentechnik GmbH;1;2;2;2025-10-17;423177.0;423177.0;0;Lübeck;23556;info@taschenrechner.de;
ASPICON GmbH;1;2;2;2022-06-03;420000.0;420000.0;0;Chemnitz;09111;;
KTF-BERLIN;1;2;2;2024-04-05;415163.0;415163.0;0;Berlin;10365;info@ktf-berlin.de;
LOGIC-WORKS;1;2;2;2025-12-09;414000.0;414000.0;0;Niederkassel;53859;contact@logic-works.de;https://www.logic-works.biz/startseite
epias GmbH;1;2;2;2024-12-05;413000.0;413000.0;0;Idstein;65510;susanne.buechner@epias.de;http://www.erpath.com
Lenovo (Deutschland) GmbH;1;2;2;2026-04-14;411177.0;411177.0;0;Stuttgart;70597;bieterportal-alt@deutschebahn.com;
SOFTBOX;1;2;2;2026-05-08;411120.0;411120.0;0;München;81737;ok@softbox.de;http://www.softbox.de
HECOSYS;1;2;2;2022-10-19;407220.0;407220.0;0;Gräfelfing;82166;;
Heinrich + Ellermann GmbH + Co. KG;1;2;2;2023-09-26;406681.0;203340.0;0;Bissendorf;49143;;
DIGSILENT;1;2;2;2025-12-09;406044.0;203022.0;0;Gomaringen;72810;mail@digsilent.de;http://www.digsilent.de
STATWORX;2;2;2;2025-02-17;404370.0;404370.0;0;Frankfurt am Main;60314;projects@statworx.com;
MIPS;1;2;2;2022-09-07;400444.0;400444.0;0;Walluf;65343;vertrieb@mips.be;
SAM-CONSULTING;1;2;2;2025-10-06;400000.0;400000.0;0;Bad Honnef;53604;info@sam-consulting.de;http://www.sam-consulting.de
BORNHOLDTLEE;1;2;1;2022-03-31;400000.0;400000.0;0;Hamburg;20459;kontakt@bornholdtlee.de;
trustsec IT solutions GmbH;1;2;1;2026-04-09;399360.0;399360.0;0;Stuttgart-Möhringen;70567;;
Matec GmbH Handelsgesellschaft für Meß- und Audiovisionstechnik Dresden;1;2;2;2023-08-01;396723.0;396723.0;0;Dresden;01067;;
P&M Software + Consulting GmbH;1;2;1;2023-08-11;395000.0;395000.0;0;Hamburg;22765;;
DSP IT Service GmbH;1;2;2;2024-09-02;395000.0;395000.0;0;Bad Homburg;61348;ausschreibungen@dsp-eu.de;
DT-DIGITALTECHNIK;1;2;2;2025-01-22;394797.0;197398.0;0;Dahlewitz;15827;service@dt-digitaltechnik.de;
CLS-COMPUTER;1;2;1;2024-11-25;393979.0;179023.0;0;Mannheim;68309;info@cls-computer.de;
EVAKON;1;2;1;2025-07-30;393600.0;393600.0;0;Lübeck;23558;info@evakon.de;
LOOM;1;2;1;2023-10-23;384000.0;384000.0;0;Berlin;10623;s.vassilevski@loom.de;
DOCUSERVE-PS;1;2;2;2024-11-25;383518.0;191759.0;0;Augsburg;86165;info@docuserve-ps.de;
SPEEDY-CONSULTING;2;2;2;2025-08-05;380610.0;380610.0;0;Erlangen;91052;info@speedy-consulting.de;
MGRP;1;2;2;2023-08-07;379220.0;379220.0;0;Crailsheim;;;
CAIGOS;1;2;2;2022-07-12;378620.0;378620.0;0;Kirkel;;vertrieb@caigos.de;
QUANTUMSIMULATIONS;2;2;2;2024-10-14;378151.0;378151.0;0;Karlsruhe;76131;info@quantumsimulations.de;https://www.quantumsimulations.de
KUHNT;1;2;2;2026-05-20;377636.0;377636.0;0;Oldenburg;26125;funktechnik@kuhnt.de;
4PROCESS;1;2;2;2023-02-07;374600.0;374600.0;0;Passau;94034;michael.oeller@4process.de;
Communardo GmbH;1;2;2;2026-06-01;367966.0;367966.0;0;Dresden;01129;;
CHARGECLOUD;1;2;2;2024-06-22;367134.0;367134.0;0;Köln;50672;c.nebeling@chargecloud.de;
VAIKINGMULTIMEDIA;1;2;2;2022-09-20;364940.0;182470.0;0;Berglen;73663;info@vaikingmultimedia.de;
tectonika GmbH;1;2;1;2023-08-29;364018.0;182009.0;0;Essen;45145;;
SYSERSO;1;2;2;2025-09-15;363680.0;363680.0;0;Hannover;30659;sales@syserso.com;
BFW GmbH;2;2;2;2025-07-10;362611.0;362611.0;0;Langenhagen;30855;d.adomat@bfwkom.de;
b.telligent Deutschland GmbH;1;2;1;2023-09-11;361500.0;361500.0;0;München;80807;;
AUTOMATICS;1;2;1;2025-11-26;359616.0;359616.0;0;Wiener Neustadt;2700;office@automatics.ai;https://www.automatics.ai/en
KOPFARBYTE;1;2;2;2023-08-17;355018.0;177509.0;0;Berlin;10245;info@kopfarbyte.com;
IMPLEMENTUS;1;2;2;2026-02-09;350000.0;350000.0;1;Miltenberg;63897;info@implementus.de;
PROCOM-DATA;1;2;2;2024-04-08;343671.0;343671.0;0;Germering;82110;vertrieb@procom-data.de;
AMASOL;1;2;2;2025-08-06;342761.0;171380.0;0;München;81669;fabian.fink@amasol.de;
FAMILIE-REDLICH;2;2;2;2022-01-31;342000.0;342000.0;0;Berlin;13355;s.boettcher@familie-redlich.de;
TANOL Systems GmbH;1;2;2;2022-04-08;340920.0;170460.0;0;Mönchengladbach;;;
ZECH-SICHERHEITSTECHNIK;1;2;1;2026-06-17;339539.0;339539.0;0;Langenhagen;30853;ausschreibungen.langenhagen@zech-sicherheitstechnik.de;
Logistik-Service-Gesellschaft Mecklenburg-Vorpommern mbH;1;2;2;2023-06-05;339302.0;339302.0;0;Schwerin;19061;andreas.mueller@lsg-mv.de;
SONEPAR;2;2;2;2025-08-11;339206.0;339206.0;0;Holzwickede;59439;solution@sonepar.de;http://www.sonepar.de
COS Gesellschaft für Computersysteme Organisation und Softwareentwicklung mbH;1;2;2;2022-09-27;336134.0;336134.0;0;Oberkirch;77704;melanie.lauterfeld@cosonline.de;
Bücker e. Kfm.;1;2;1;2022-12-19;334841.0;334841.0;0;Neuss;41460;schridde@BueckerGmbH.de;
TU München;1;2;2;2023-06-08;327731.0;327731.0;0;München;80333;sekretariat.enpb.bgu@tum.de;
S.E.A. Datentechnik GmbH;1;2;2;2026-02-13;327000.0;327000.0;0;Troisdorf;53840;info@sea-gmbh.com;https://www.sea-gmbh.com
ADVENS;2;2;1;2025-05-26;325045.0;325045.0;1;Munich;81673;matthias.helfricht@advens.com;
Bechtle IT GmbH;1;2;2;2022-05-02;322229.0;161114.0;0;Dortmund;44263;;
Bare.ID GmbH;2;2;1;2023-04-11;322000.0;322000.0;0;Wiesbaden;65185;;
EVERGABE;1;2;2;2023-08-11;321360.0;321360.0;0;Dresden;01067;holm.gemeiner@evergabe.de;
Zinal Consulting GmbH;1;2;1;2022-05-10;320456.0;320456.0;0;Frankfurt am Main;60439;;
Concept International GmbH;1;2;2;2023-04-25;316622.0;316622.0;0;München;;;
RESCUETRACK;1;2;2;2026-06-12;314566.0;314566.0;0;Reutlingen;72770;tenders@rescuetrack.com;
FINK-ITS;1;2;2;2023-12-19;313356.0;313356.0;0;Würzburg;97080;ausschreibung@fink-its.de;
RECORD-CONSULT;1;2;2;2022-05-30;306935.0;153468.0;0;Köln;50829;sales@record-consult.com;
VUB;1;2;2;2024-12-18;304570.0;304570.0;0;Köln;50668;gvonwestarp@vub.de;
TNG Technology Consulting GmbH;1;2;2;2024-11-19;302720.0;302720.0;0;Unterföhring;85774;info@tngtech.com;
247GRAD Labs GmbH;1;2;1;2023-05-26;300000.0;300000.0;0;Koblenz;56073;sascha.boehr@dirico.io;
HDC-BLUEPRINTS;1;2;1;2025-04-30;300000.0;300000.0;0;Ingolstadt;85055;contact@hdc-solutions.de;http://hdc-solutions.de
M-Privacy GmbH;1;2;2;2023-03-20;299666.0;299666.0;0;Berlin;12101;;
Opternus GmbH;1;2;2;2022-07-04;298897.0;298897.0;0;Bargteheide;22941;;
VERIMI;1;2;2;2025-03-14;298150.0;298150.0;1;Berlin;10969;office@verimi.com;
TECHNOLOGYWISDOM;2;2;2;2025-07-25;297060.0;297060.0;0;Lahore;54570;faisal@technologywisdom.com;http://technologywisdom.com
Schön Bürosysteme GmbH;1;2;2;2025-10-21;293375.0;293375.0;0;Magdeburg;39116;schultze@schoen-buerosysteme.de;
Marmeladenbaum GmbH;1;2;2;2023-08-28;292766.0;292766.0;0;Chemnitz;09111;;
LUNZ;1;2;2;2023-05-08;292358.0;146179.0;0;Bamberg;96052;vertrieb@lunz.de;
isp-insoft GmbH;2;2;2;2024-09-10;291799.0;291799.0;0;Hannover;30519;vertrieb@isp-kommunal.de;
Adensio GmbH;1;2;1;2026-06-05;290000.0;290000.0;0;Breisach am Rhein;79206;;
ORK-MICROWAVE;1;2;2;2023-08-04;287710.0;143855.0;0;Holzkirchen;83607;;
ALLTERRA-DNO;1;2;1;2023-05-31;287460.0;287460.0;0;Wunstorf;31515;;
CALLIESS-BUEROTECHNIK;2;2;2;2024-04-30;285548.0;285548.0;0;Berlin;12489;info@calliess-buerotechnik.de;
IT-CONFIG;1;2;2;2022-05-31;283820.0;120398.0;0;Hochstadt am Main;;ausschreibung@it-config.de;
EDATAPROCESSING;1;2;1;2025-12-01;280932.0;280932.0;0;Gelsenkirchen;45899;Gregor.Grabosch@edatasystems.de;
LOSCH;1;2;2;2025-11-10;279713.0;279713.0;0;Howald;1818;contact@savvy.mobi;https://www.savvy.mobi/de
MD Hardware & Service GmbH;1;2;2;2024-11-19;278935.0;278935.0;0;Emden;26723;info@md-systemhaus.de;
CUREVISION;1;2;1;2025-10-23;277288.0;277288.0;0;München;80992;fobo@curevision.de;https://curevision.de/
BECON;1;2;2;2022-08-16;277218.0;277218.0;1;Unterhaching;82008;Andreas.Geist@becon.de;
IDAMA;1;2;2;2025-05-05;276651.0;138326.0;0;Freiburg;79102;kayser@idama.de;
Wolfgang Walter GmbH Büro komplett;1;2;2;2025-04-02;276104.0;276104.0;0;Darmstadt;64289;ausschreibungen@walter-buero.de;https://www.walter-buero.de
DOCUMENTUS;1;2;2;2024-07-01;275000.0;275000.0;0;Hamburg;20537;info@documentus.de;
UBITEC;1;2;2;2024-01-26;270920.0;270920.0;0;Linz;4020;hello@ubitec.at;
SOOBR;1;2;1;2024-12-10;270785.0;270785.0;0;Hamburg;22765;info@soobr.com;
EMIS-GRUPPE;1;2;1;2024-11-08;269935.0;269935.0;0;Lübbenau/Spreewald;03222;www.info@emis-gruppe.de;www.info@emis-gruppe.de
NOVODOC;1;2;2;2024-08-14;265000.0;265000.0;0;Erkelenz;41812;info@novodoc.de;
Kolibri software & systems GmbH;1;2;2;2025-04-07;261900.0;261900.0;0;Gilching;82205;max@muster.de;
FEHA Büro-Technik GmbH;1;2;2;2022-07-21;261196.0;261196.0;0;Günzburg;89312;;
SAINT-ELMOS;2;2;2;2025-02-17;260000.0;260000.0;0;München;81671;ausschreibungen@saint-elmos.com;
TELECOMPUTER;2;2;2;2026-03-16;258720.0;258720.0;0;Berlin;12489;pm@telecomputer.de;http://telecomputer.de
SIKOM;1;2;2;2023-03-28;255000.0;255000.0;0;Heidelberg;;bid-management@sikom.de;
Innovationszentrum für Telekommunikationstechnik GmbH IZT;1;2;2;2025-11-10;254972.0;254972.0;0;Erlangen;91058;pth@izt-labs.de;
OpenAI Ireland Ltd;2;2;1;2025-11-26;253500.0;253500.0;0;Dublin;D01 YC43;;
GRAPHMASTERS;1;2;2;2025-11-19;253000.0;253000.0;0;Hannover;30419;alexander.meister@graphmasters.net;https://www.graphmasters.net/
EMCHUNDBERGER;1;2;2;2025-06-17;252451.0;126226.0;0;Hannover;30159;ebhannover@emchundberger.de;
TDSoftware GmbH;1;2;2;2023-04-07;252101.0;252101.0;0;Jena;07743;;
Geoinformatikbüro Dassau GmbH;1;2;1;2023-11-13;252000.0;252000.0;0;Düsseldorf;40237;dassau@gbd-consult.de;
GEOSMBH;1;2;2;2024-06-21;250000.0;250000.0;0;Nürnberg;90461;erich-bauer@geosmbh.de;
ITB-CONSULTING;1;2;2;2026-02-09;249848.0;249848.0;0;Bonn;53177;alexander.zimmerhofer@itb-consulting.de;http://itb-consulting.de
PulmoKard GmbH;1;2;2;2023-10-13;249305.0;249305.0;0;Herdecke;58313;;
DSP-SOLUTIONS;1;2;2;2025-05-15;247574.0;247574.0;0;Regensburg;93047;info@dsp-solutions.de;
DEUTSCHEAIRCRAFT;1;2;2;2023-10-24;247200.0;247200.0;0;Wessling;82231;info@deutscheaircraft.com;
SDWORX;1;2;2;2025-12-12;247000.0;247000.0;0;Dreieich;63303;salespublic_support@sdworx.com;
Ocilion IPTV Technologies GmbH;1;2;2;2022-04-05;246050.0;246050.0;0;Ried im Innkreis;4910;;
THUMMAHR;1;2;2;2022-07-06;244847.0;244847.0;0;Monheim;40789;bsteinhoff@thummahr.de;
BASYS Brinova GmbH;2;2;2;2026-05-13;243635.0;243635.0;0;Bremen;28357;;
Computer Service und Vertriebs Gesellschaft mit beschränkter Haftung;1;2;2;2024-08-22;242741.0;121370.0;0;Lutherstadt Wittenberg;06886;ssommer@csv-wittenberg.de;
MICROSEC;2;2;2;2025-09-17;241638.0;241638.0;0;Budapest;1033;gyorgypal.laszlo@microsec.com;http://microsec.com
RBI Rittershofer GmbH;1;2;2;2026-01-05;241292.0;241292.0;0;Rheinstetten;76287;;
ASANUS;1;2;2;2026-06-25;240000.0;240000.0;0;Neuhausen ob Eck / Tuttlingen;78579;alexander.maerzendorfer@asanus.de;
Vertinex GmbH;1;2;2;2026-06-02;240000.0;240000.0;0;Liederbach AM tAUNUS;65835;;
BIGREP;1;2;2;2024-10-10;236504.0;236504.0;0;Berlin;10961;office@bigrep.com;
STUDIOBORABORA;1;2;2;2023-01-23;235410.0;117705.0;0;Köln;50674;info@studioborabora.com;
S4Campus AG;1;2;1;2023-12-15;235000.0;235000.0;0;Magdeburg;39104;;
HIONIC;1;2;2;2024-11-26;232712.0;232712.0;0;Dresden;01307;katrin.morawitz@hionic.de;
N. & S. Bürocenter GmbH;1;2;2;2024-09-24;232678.0;232678.0;0;Espelkamp;32339;info@nunds-buero-center.de;
KLOSEBROTHERS;1;2;2;2026-02-10;232660.0;232660.0;0;Bielefeld;33602;lina.muehlenweg@klosebrothers.de;http://klosebrothers.de
softgate gmbh;2;2;2;2026-02-03;232028.0;232028.0;0;Erlangen;91052;vertrieb@soft-gate.de;
F24;1;2;1;2025-10-13;230928.0;230928.0;0;München;80339;office@f24.com;https://f24.com/de/
ACAPELA-GROUP;1;2;1;2024-12-17;230000.0;115000.0;0;Frankfurt am Main;60487;Jan.Ruemmer@Acapela-Group.com;
CASEWARE;1;2;2;2025-07-31;229500.0;229500.0;0;Düsseldorf;40211;sales.de@caseware.com;
apsolut GmbH;1;2;2;2026-06-01;229488.0;229488.0;0;Bielefeld;33604;;
UNISOFT;2;2;2;2024-02-05;228252.0;228252.0;0;Roth;91154;company@unisoft.de;
GRAPHODATA;1;2;2;2025-05-12;225920.0;225920.0;0;Aachen;52072;pauly@graphodata.de;
Fernseh-Berlet GmbH & Co. KG;1;2;1;2022-11-14;225916.0;225916.0;0;Hagen;58119;b2b@euronics.de;
BENTLEY;1;2;2;2026-04-08;225838.0;225838.0;0;Dublin;D02;europe.orders@bentley.com;
Max-Planck-Institut für Infektionsbiologie;1;2;2;2025-10-15;225200.0;225200.0;0;München;80992;steffi@everywow.ch;https://www.everywow.ch
NFT Umweltdatensysteme GmbH;1;2;2;2024-02-14;222700.0;222700.0;0;Wuppertal;42389;info@nftumwelt.de;
JUSTADD;1;2;1;2024-11-12;221000.0;221000.0;0;Bremen;28217;info@justadd.ai;https://justadd.ai/de/
SNTL-PUBLISHING;1;2;1;2025-06-17;221000.0;221000.0;0;Berlin;10117;info@sntl-publishing.com;https://www.sntl-publishing.com/
Holmberg GmbH & Co. KG.;1;2;2;2023-11-24;221000.0;221000.0;0;Berlin;10999;info@holmco.de;
Research Industrial Systems Engineering Forschungs-, Entwicklungs- und Großprojektberatung GmbH;1;2;2;2025-02-06;221000.0;221000.0;0;Schwechat;2320;www.welcome@rise-world.com;www.rise-world.com
Mario Reifschneider e.K. MRG Computer;1;2;2;2025-12-01;220548.0;220548.0;0;Potsdam;14469;info@lapstars.de;
Curamatik UG (haftungsbeschränkt);1;2;2;2022-01-19;220000.0;220000.0;0;Berlin;10625;;
KOHLSMANN;1;2;2;2023-04-27;219625.0;109813.0;0;Essen;45145;;
ENERGIELENKER;1;2;2;2022-04-28;218937.0;109469.0;0;Münster;48268;;
VIVAVIS AG;1;2;2;2022-08-09;218574.0;218574.0;0;Ettlingen;76275;info@vivavis.com;
SYSTEMATIK;1;2;1;2025-11-17;218460.0;109230.0;0;Paderborn;33104;info@systematik.de;
AMEDTEC;1;2;2;2024-12-13;215001.0;215001.0;0;Aue;08280;info@amedtec.de;
GE Medical Systems Information Technologies GmbH;1;2;2;2024-12-03;215001.0;215001.0;0;Freiburg im Breisgau;79111;cstenderteam@ge.com;https://www.gehealthcare.de
NETEC;1;2;1;2022-08-22;215000.0;215000.0;0;Stuttgart;70180;info@netec.de;
DAVIDSYSTEMS;1;2;2;2022-09-21;215000.0;215000.0;0;Berlin;80636;sales@davidsystems.com;
KYNDRYL;1;2;2;2023-12-11;215000.0;215000.0;0;Kelsterbach;65451;kontakt@kyndryl.com;
GO! Express & Logistics Hamburg AG;1;2;2;2023-11-13;215000.0;215000.0;0;Hamburg;20457;Dummy-eMail-eVergabe@fb.hamburg.de;
NETUSE;1;2;2;2025-10-22;215000.0;215000.0;0;Kiel;24107;rst@netuse.de;www.netuse.de
ACQUIFER;1;2;2;2022-07-05;214360.0;214360.0;0;Heidelberg;69123;b.trauernicht@acquifer.de;
ELEMENT44;1;2;1;2024-11-06;214001.0;214001.0;0;Niebüll;25899;info@element44.de;
INTEGRION;1;2;2;2023-03-01;214001.0;214001.0;0;Altenberge;48341;info@integrion.de;
Lüth & Dümchen-Automatisierungsprojekt GmbH;1;2;2;2023-07-28;214000.0;214000.0;0;Berlin;13189;;
Communication Systems Ges. für Netzwerktechnik mbH;1;2;2;2022-10-06;214000.0;214000.0;0;Neu-Isenburg;63263;;
HLSOFTWARE;2;2;2;2025-08-25;213600.0;213600.0;0;Konstanz;78462;lohs@hlsoftware.com;
EXONE;1;2;2;2022-10-18;208000.0;208000.0;0;Gersthofen;86368;project@exone.com;
DIGITRONIC;1;2;2;2025-12-30;200120.0;200120.0;0;Chemnitz;09117;info@digitronic.net;
THINKPARQ;1;2;2;2024-12-17;200000.0;200000.0;0;Kaiserslautern;67663;info@thinkparq.com;
PROSPITALIA;1;2;1;2024-03-04;200000.0;200000.0;0;Ulm;89077;N.vonBothmer@prospitalia.de;http://www.prospitalia-htrak.com
Gesellschaft für wissenschaftliche Datenverarbeitung mbH, Göttingen;1;2;2;2025-04-15;200000.0;200000.0;0;Göttingen;37077;gwdg@gwdg.de;
PROBIS MEDIA SOLUTIONS GmbH;1;2;1;2022-07-01;199375.0;99687.0;0;Hamburg;22761;;
EGOTEC;1;2;2;2024-03-22;197400.0;197400.0;0;Mosbach;74821;sales@egotec.com;
Westermann Bildungsmedien Verlag GmbH;1;2;1;2024-09-17;197340.0;197340.0;0;Braunschweig;38104;daniel.rieger@westermanngruppe.de;
ADMOVA;1;2;2;2025-03-19;197240.0;197240.0;0;Bad Camberg;65520;jens.rittscher@admova.com;
Mikrofilm-System-Vertrieb Joachim Künzel KG;1;2;2;2023-05-15;194170.0;194170.0;0;Peine;31226;info@msvpeine.de;
BPM-MEDIA;1;2;2;2025-08-11;192235.0;192235.0;0;Hamburg;22335;c.dietrichs@bpm-media.de;
ZEDAL;1;2;2;2022-09-26;191040.0;191040.0;0;Recklinghausen;45659;nemack@zedal.de;
TESTFABRIK;1;2;2;2024-06-17;189000.0;189000.0;0;Saarbrücken;66121;ausschreibungen@testfabrik.com;
BEVERUNGEN;1;2;2;2024-04-08;188839.0;188839.0;0;Paderborn;33102;bcs@beverungen.com;
Medienhaus Krause Logistik GmbH & Co. KG;1;2;2;2024-03-08;186782.0;186782.0;0;Goslar;38640;service@citipost-harz.de;
BAYOOMED GmbH;1;2;1;2023-09-15;183165.0;183165.0;2;Darmstadt;64293;;
MOC-SIMULATION;2;2;1;2024-08-13;180000.0;180000.0;0;Berlin;12487;lankes@moc-simulation.de;
AVS-MEDIENTECHNIK;1;2;2;2026-06-15;179093.0;179093.0;0;Berlin;10587;f.strucken@avs-medientechnik.de;
Shodan LLC.;1;2;2;2025-08-22;178500.0;178500.0;0;Issaquah;WA 98027;;
Hermann Lümmen GmbH;1;2;2;2024-10-08;177907.0;177907.0;0;Troisdorf-Spich;53831;info@luematic.de;
Tra­peze Switz­er­land GmbH;1;2;2;2026-03-05;174200.0;87100.0;0;Neuhausen;8212;info.ch@trapezgroup.com;
UNICEPTA GmbH;1;2;2;2022-04-19;173224.0;86612.0;0;Köln;50677;;
MIKROPROJEKT;2;2;2;2025-05-06;172340.0;172340.0;0;Kaiserslautern;67663;software@mikroprojekt.de;
MIK-CENTER;1;2;2;2022-11-28;168153.0;168153.0;0;Berlin;13129;;
CTL Computertechnik Lang;1;2;2;2023-12-19;167078.0;167078.0;0;Böhmenkirch;89558;;
FOXXAV;2;2;2;2024-04-25;155879.0;155879.0;0;Roermond;6042 KN;christian.degenhardt@foxxav.com;
GALIAS;1;2;1;2023-09-18;155863.0;77931.0;0;Bonn;53175;vertrieb@galias.de;
GRAD-GON;1;2;1;2022-10-12;153527.0;153527.0;0;Hoppegarten;15366;ackermann@grad-gon.de;
BFI Innovation GmbH;1;2;1;2022-10-12;153527.0;153527.0;0;Nürnberg;90411;alexander.kist@bfi-it.de;
ITENOS;1;2;2;2023-08-28;152424.0;152424.0;0;Bonn;53113;h.guergan@itenos.de;
PROWARE-SOLUTIONS;1;2;2;2026-06-17;151267.0;151267.0;0;Nürnberg;90409;info@proware-solutions.de;
KIENZLER;1;2;1;2026-01-16;150000.0;150000.0;0;Hausach;77756;ausschreibungen@kienzler.com;
BITCARE;1;2;2;2023-01-31;149760.0;149760.0;0;München;80469;mail@bitcare.de;
ASTENDO;1;2;2;2025-02-11;143516.0;143516.0;0;Berlin;13509;vertrieb@astendo.de;
VIIND;2;2;2;2026-02-06;142200.0;142200.0;0;Würzburg;97074;info@viind.com;
cosmico GmbH;1;2;1;2023-07-10;138850.0;54435.0;0;Ehingen;;;
KISTLER;1;2;2;2024-10-23;136537.0;136537.0;0;Sindelfingen;71063;info@kistler.de;
SMARTIFY;1;2;1;2025-12-22;130001.0;65000.0;0;London;N80QS;christopher@smartify.org;
SDFE e. K.;1;2;2;2023-07-25;128760.0;128760.0;0;Hürtgenwald;52393;rene.anstoetz@timeflex.de;
IMAGEACCESS;1;2;2;2026-03-02;126075.0;126075.0;0;Wuppertal;42281;;
HSD GmbH;1;2;2;2025-01-10;125520.0;125520.0;0;Bremen;28199;info@haendschke.de;
