Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
CITY-MAIL;1;9;8;2026-01-19;6160179.0;767804.0;1;Regensburg;93055;betriebsmanagement@city-mail.de;
MEDIAINTERFACE;1;9;5;2026-01-15;640325.0;320163.0;1;Dresden;01067;vertrieb@mediainterface.de;
ACTICO;1;9;6;2026-01-12;2862440.0;455000.0;0;Friedrichshafen;88045;RESPOVVVV@rentenbank.de;http://www.actico.com
ROYSCHULZ;2;9;7;2025-12-23;4511842.0;624000.0;1;Berlin;12277;Ausschreibungen@royschulz.de;
SULZER;1;9;3;2025-12-21;152060670.0;5869835.0;1;Stuttgart;70193;RESPOVVVV@rentenbank.de;http://sulzer.de
MEMORYSOLUTION;1;9;7;2025-12-18;555256.0;155383.0;0;Breisach;79206;Dummy-eMail-eVergabe@fb.hamburg.de;
VERSATEL;2;9;6;2025-12-16;24317456.0;715212.0;0;Düsseldorf;40468;bidmanagement@1und1.net;
SHC;1;9;5;2025-12-10;870000.0;435000.0;0;Frankfurt am Main;60327;vertrieb@shc.eu;http://www.shc.eu
ATDATA;2;9;5;2025-12-01;1403857.0;144240.0;0;Aulendorf;88326;nathalie.hund@atdata.de;
VST Vertriebsgesellschaft für Video-System- und Kommunikationstechnik mbH;1;9;4;2025-11-26;4316441.0;504480.0;0;Saalfeld/Saale;07318;info@vst-pro.de;https://www.vst-pro.de/
HEINLEIN-SUPPORT;5;9;7;2025-11-24;2607377.0;473579.0;0;Berlin;10119;consulting-vergabe@heinlein-support.de;http://www.heinlein-consulting.de
MUENET;2;9;7;2025-11-11;94675555.0;9686204.0;4;Rosendahl;48720;info@muenet.net;https://www.muenet.net
Ingenieurgruppe IVV GmbH;1;9;6;2025-11-04;16032777.0;1860000.0;0;Aachen;52066;ser@ivv-aachen.de;
H&G Hansen & Gieraths EDV Vertriebs GmbH;1;9;6;2025-10-27;1308239.0;194034.0;3;Bonn;53111;Ausschreibungen@hug.de;
TEDSOFT;1;9;4;2025-10-23;1408800.0;704400.0;0;Bonn;53225;thomas.frontzek@tedsoft.de;http://tedsoft.de
ITWATCH;3;9;6;2025-10-21;684357.0;342179.0;0;München;81549;Office.Muenchen@itWatch.de;http://www.itWatch.de/
SOENNECKEN;1;9;6;2025-10-17;3088058.0;1200000.0;0;Vilkerath;51491;info@soennecken.de;http://www.soennecken.de
BMC Software Distribution B.V.;2;9;5;2025-10-07;;;0;Schiphol-Rijk;1119 PN;;
APPSPHERE;1;9;6;2025-09-22;214000.0;214000.0;0;Ettlingen;76275;sales@appsphere.com;
ISARNET;2;9;6;2025-09-09;;;0;München;85356;harald.weikert@isarnet.de;
FPI-INGENIEURE;1;9;4;2025-08-27;3363025.0;640000.0;0;Köln;50678;a.mueller@fpi-ingenieure.de;
VISUS;2;9;5;2025-07-22;4829194.0;603499.0;0;Bochum;44801;tender@visus.com;
ITS-SERVICE;1;9;6;2025-07-04;3814753.0;591144.0;0;Dortmund;44263;sascha.rommel@lovion.de;
Kühn & Weyh Software GmbH;1;9;7;2025-07-02;;;0;Freiburg Im Breisgau;79110;info@kwsoft.de;http://www.kwsoft.de
EFTAS;3;9;5;2025-06-24;10574852.0;694926.0;0;Münster;48145;Soenke.Mueller@eftas.com;https://www.eftas.de
MIGHTYCARE;2;9;5;2025-06-18;8477291.0;503191.0;0;Frankfurt am Main;60388;ordermanagement@mightycare.de;http://mightycare.de
SECTRA;1;9;5;2025-06-16;7339318.0;2431251.0;0;Köln;50968;info@sectra.com;
ADVANOVA;1;9;4;2025-06-10;1889000.0;475000.0;0;Schwaig b.Nürnberg;90571;bastian.bleisinger@advanova.de;
GRAITEC;1;9;4;2025-06-10;2824656.0;302463.0;0;Hannover;30159;info.germany@graitec.com;http://www.graitec.de
ORDIX;2;9;7;2025-06-05;17105196.0;345460.0;0;Paderborn;33100;rau@ordix.de;http://ordix.de
GENUA;1;9;5;2025-05-12;2287807.0;423922.0;1;Kirchheim bei München;85551;info@genua.de;
ERUM;1;9;7;2025-05-01;168500.0;168500.0;0;Lüneburg;21337;ralf.guenther@werum.de;
ZTM;1;9;2;2025-04-08;37590.0;11970.0;0;Bad Kissingen;97688;beratung@ztm.de;https://www.ztm.de/
NTA;1;9;7;2025-04-07;2880480.0;348613.0;0;Mainz;55129;info@nta.de;https://nta.de/
QUEO-GROUP;1;9;6;2025-02-28;17921000.0;8960500.0;0;Dresden;01159;info@queo-group.com;
SYSTEMA e.V.;1;9;6;2025-02-14;2726608.0;575000.0;0;Potsdam;14482;nuremberg.vergabe.ps@roedl.com;
CBRAIN;2;9;5;2025-02-13;;;0;Kopenhagen;DK-2100;rl@cbrain.com;
OVH SAS;1;9;1;2025-02-03;934000000.0;380000000.0;0;Roubaix;59100 Roubaix;info@ovhcloud.com;https://www.ovhcloud.com
INFORA;1;9;6;2024-12-02;200750000.0;100375000.0;0;Köln;50996;vertrieb-infora@materna.group;
BONATHERM - Exothermische Erzeugnisse Gesellschaft mit beschränkter Haftung;1;9;6;2024-10-25;7800723.0;383193.0;0;Solingen;42653;petra.figge@bong.com;
CRISTIE;1;9;6;2024-10-21;2542885.0;389725.0;0;Niedernberg;63843;reinhard.tillmann@cristie.de;
REGIOIT;1;9;6;2024-08-26;6036657.0;1489523.0;0;Aachen;52070;thomas.wucherer@regioit.de;
TRADING-POINT;1;9;6;2024-06-27;4445727.0;183617.0;0;Bielefeld;33609;pascal.kemner@trading-point.net;
NETMON24;1;9;4;2024-05-02;1821019.0;546043.0;0;Limburg;65552;vertrieb@netmon24.eu;
BREITBANDTECHNIK;2;9;3;2024-04-22;34567299.0;929582.0;0;Nürtingen;72622;rouven.korreik@breitbandtechnik.de;
UNISYS;1;9;6;2024-04-02;3510665155.0;146201095.0;24;Hattersheim;65795;bianca.gallian@unisys.com;
OUTERMEDIA;1;9;5;2024-01-28;1630906.0;217600.0;0;Berlin;10409;angenehm@outermedia.de;
CALCON;1;9;4;2023-12-28;24581605.0;3557740.0;1;München;80336;Ausschreibung@calcon.de;
NETORIUM;1;9;6;2023-12-12;146072.0;146072.0;0;Wiesbaden;65205;info@netorium.de;
EFFEXX;2;9;6;2023-09-05;3843180.0;422179.0;0;Netphen;57250;vertrieb@effexx.com;
SMAILGMBH;1;9;5;2023-09-01;50675377.0;6453496.0;0;Reutlingen;72770;schmid@smailgmbh.de;
BUEROMAYER;1;9;4;2023-08-24;2409694.0;285233.0;0;Hallstadt;96103;einkauf@bueromayer.de;
imsys GmbH & Co. KG;1;9;5;2023-07-04;1501186.0;47351.0;0;Leonberg;71229;;
ITCONSULTING;1;9;5;2023-03-13;11935000.0;11935000.0;0;Ober-Ramstadt;64372;joachim.groh@itconsulting.de;
DITCON;1;9;4;2023-02-24;1584408.0;218551.0;0;Köln;51149;info@ditcon.de;
OPENSTORAGE;1;9;6;2022-11-15;1256000.0;628000.0;0;Mainz-Kastel;55252;h.hock@openstorage.de;
BRAINSPHERE;2;9;4;2022-07-04;507631590.0;100339000.0;5;München;80687;office@brainsphere.de;
FREESORT;1;9;5;2022-02-04;81067660.0;9849585.0;0;Langenfeld;40764;fs-vergabe@freesort.de;
BE-ANTEC;3;8;5;2026-06-29;3818962.0;695641.0;0;Nürnberg;90475;vertrieb@be-antec.de;
CCE-SYSTEME;2;8;5;2026-06-22;3824370.0;3824370.0;0;Dresden;01139;info@cce-systeme.de;
Heusch/Boesefeldt GmbH;1;8;6;2026-06-15;26001878.0;1240361.0;0;Aachen;52078;tenders@heuboe.de;
CAMPUSGENIUS;2;8;5;2026-06-11;2286137.0;264082.0;0;Dresden;01099;vergabe@campusgenius.com;
FS Elektronik GmbH;1;8;5;2026-06-02;2343622.0;272021.0;0;Riegelsberg;66292;vergabe@kabelmeister.de;https://www.kabelmeister.de/
Schönhofer Sales and Engineering GmbH;1;8;5;2026-05-26;702914.0;351457.0;0;Siegburg;53721;vertrieb@schoenhofer.de;
Werkstatt Lebenshilfe Bergisches Land GmbH;1;8;7;2026-05-18;9656104.0;388202.0;0;Wermelskirchen;42929;info@lhbl.de;http://www.lhbl.de
ABODIA;4;8;5;2026-05-18;2436976.0;405725.0;0;Schwanewede;28790;abodia@abodia.de;
IBISONLINE;2;8;5;2026-05-04;2751872.0;69315.0;0;Bindlach;95463;vertrieb@ibisonline.de;
ATIX;3;8;6;2026-05-04;;;0;Garching;85748;ausschreibung@atix.de;
GORDION;1;8;6;2026-04-28;3079422.0;330596.0;0;Troisdorf;53842;info@gordion.de;http://www.gordion.de
HENSOLDT;2;8;7;2026-04-28;;;0;Taufkirchen;82024;info@hensoldt.net;https://www.hensoldt.net
SPRINGER;3;8;6;2026-04-24;693237.0;346619.0;0;Berlin;14197;hendrik.pugge@springer.com;
SCHULTECH;1;8;3;2026-04-21;4663746.0;260275.0;0;Hüttisheim;89185;konto@schultech.de;
Handwerkskammer Heilbronn-Franken;1;8;3;2026-04-15;1586000.0;217000.0;0;Nürnberg;90489;mk@kasedorf.de;
HAAI;3;8;5;2026-04-14;2004664.0;437665.0;0;Wien;1100;bieterportal-alt@deutschebahn.com;
MEDIAKOM-ONLINE;1;8;7;2026-04-13;434256.0;217128.0;0;Aschau i. Ch.;83229;info@mediakom-online.de;http://www.mediakom-online.de
AXENTIA;3;8;7;2026-04-09;8141969.0;775582.0;0;Linköping;583 30;ms@axentia.se;http://axentia.se/de
MCKINSEY;1;8;4;2026-04-08;13045467.0;3413000.0;0;Düsseldorf;40476;contact_us@mckinsey.com;https://www.mckinsey.de
DEMICON;1;8;6;2026-04-02;777024.0;388512.0;0;Stuttgart;70174;contact@demicon.com;
GFT;1;8;4;2026-04-01;13969003.0;13969003.0;0;Stuttgart;70567;achim.markert@gft.com;https://www.gft.com
EXLIBRISGROUP;1;8;5;2026-03-25;10758093.0;183235.0;0;Hamburg;22761;ProposalsTeam-EMEA@exlibrisgroup.com;
MEDAVIS;3;8;5;2026-03-24;1229745.0;614873.0;0;Karlsruhe;76185;vertrieb@medavis.de;
FICHTNER;3;8;6;2026-03-23;4202353.0;599500.0;0;Stuttgart;70191;registrierung@fichtner.de;
LW-DATENTECHNIK;1;8;6;2026-03-20;5708254.0;2792502.0;0;Filderstadt;70794;info@lw-datentechnik.de;
QUENTIC;1;8;5;2026-03-17;717957.0;227090.0;0;Berlin;10247;sales-am@quentic.com;www.quentic.de
DATEV;1;8;6;2026-03-10;1261390.0;220129.0;0;Nürnberg;90431;sabine.frenzel@datev.de;
COMTEC-DO;1;8;5;2026-02-25;1287980.0;223680.0;0;Dortmund;44147;office@comtec-do.de;
JOIN;1;8;7;2026-02-25;6447769.0;700000.0;0;Magdeburg;39104;sales@join.de;http://www.join.de
TUKOM;1;8;6;2026-02-25;2600546.0;500000.0;0;Schondorf am Ammersee;86938;info@tukom.de;www.tukom.de
Airbus Secure Land Communications GmbH;1;8;6;2026-02-19;2630235.0;1315118.0;0;Ulm;890;christian.bienek@airbus.com;https://criticalcommunications.airbus.com/de
ATSEC;1;8;5;2026-02-17;7018000.0;1250000.0;0;München;81667;office@atsec.com;
ALTER-SOLUTIONS;1;8;7;2026-02-16;9023650.0;1000000.0;1;Düsseldorf;40219;digital@alter-solutions.com;
KRONGAARD;1;8;4;2026-02-09;;;2;Hamburg;20355;ausschreibungen@krongaard.de;http://www.krongaard.de
GORISCON;1;8;6;2026-02-03;29120.0;29120.0;0;Rosenheim;83022;info@goriscon.de;www.goriscon.de
PKE Deutschland GmbH;1;8;8;2026-01-29;1958865.0;472040.0;0;München;80687;Hannover@pke-de.com;
CHRISTMANN;2;8;6;2026-01-26;1440796.0;370246.0;0;Ilsede;31241;mail@christmann.info;http://christmann.info
SOLIT;1;8;4;2026-01-20;;;0;Bergisch Gladbach;51429;r.lemmen@solit.de;
Information Services Group Germany GmbH;1;8;5;2026-01-19;443300.0;443300.0;0;Frankfurt am Main;60311;heino.huettner@isg-one.com;
RATIODATA;1;8;4;2025-12-30;4375878.0;313080.0;0;Münster;48155;public-tender@ratiodata.de;http://www.ratiodata.de
TNG;1;8;4;2025-12-30;441756003.0;25265729.0;1;Kiel;24106;info@tng.de;
DFCSYSTEMS;1;8;4;2025-12-23;354818.0;177409.0;1;München;81669;sales@dfcsystems.de;
DEUTSCHE-GIGANETZ;3;8;3;2025-12-19;99384023.0;5847388.0;0;Hamburg;20095;info@deutsche-giganetz.de;https://www.deutsche-giganetz.de
TRAFFGOROAD;1;8;6;2025-12-19;6383685.0;544008.0;0;Krefeld;47798;wahle@traffgoroad.com;
CENIT;2;8;5;2025-12-18;1296380.0;648190.0;0;Berlin;12435;m.frihs@cenit.com;http://cenit.com
MABINSO;2;8;4;2025-12-17;3111398.0;267800.0;0;Hamburg;21079;support@mabinso.com;
Unify Software and Solutions GmbH & Co. KG;1;8;5;2025-12-17;3402209.0;1701104.0;0;München;81739;eckard.langer@mitel.com;
INFOFABRIK;1;8;6;2025-12-15;22014000.0;1800000.0;1;Wiesbaden;65189;info@infofabrik.de;
HCL Technologies Germany GmbH;1;8;4;2025-12-10;20539450.0;5555099.0;0;Eschborn;65760;customercare@hcl.com;
CONCENTRADE;2;8;6;2025-12-09;1286322.0;292489.0;0;Dortmund;44227;info@concentrade.de;
EXXONIT;1;8;6;2025-12-05;29779200.0;14889600.0;2;Hofheim;65719;gf@exxonit.de;
REALTECH;1;8;5;2025-11-25;198948.0;198948.0;0;Leimen;69181;service-team@realtech.com;http://www.realtech.com
EVENTIM;1;8;6;2025-11-04;1245854.0;206365.0;0;Bremen;28195;inhouse.vti@eventim.de;
CAMPUSUNITY;2;8;4;2025-11-03;3326053.0;283523.0;0;Rödermark;63322;pmo@campusunity.de;
DKSR;4;8;2;2025-11-03;5056387.0;584425.0;0;Berlin;10781;angebote@dksr.city;http://dksr.city
Management Solutions Information Technology GmbH;2;8;4;2025-10-22;180000.0;180000.0;0;Wien;1020;josef.steindl@msit.at;
FUNKTEL;1;8;7;2025-10-17;4352769.0;2176384.0;0;Salzgitter;38259;info@funktel.com;
MICROSTRATEGY;1;8;8;2025-10-13;;;0;Köln;50968;info-de-germany@microstrategy.com;
ISIMKO;1;8;4;2025-10-07;2032633.0;306781.0;0;Cottbus;03044;info@isimko.de;http://www.isimko.de
LIZENZDIREKT;2;8;4;2025-10-07;402545.0;201273.0;0;Fischerhude;28870;vergabe@lizenzdirekt.com;http://www.lizenzdirekt.com
MVC;3;8;4;2025-10-06;1808700.0;904350.0;0;Kronberg;61476;markus.mattern@mvc.de;http://www.mvc.de
NOKIA;3;8;7;2025-09-26;58842029.0;11516017.0;0;Stuttgart;70435;press.services@nokia.com;
EY GmbH & Co. KG Wirtschaftsprüfungsgesellschaft;2;8;2;2025-09-26;;;1;Eschborn;65760;marc.schuetz@de.ey.com;
MHP;1;8;6;2025-09-12;9717216.0;643500.0;0;Ludwigsburg;71638;magnus.marzi@mhp.com;
ADVANCED-NEXUS;1;8;2;2025-08-29;;;0;Kleinmachnow;14532;marco.bellmann@advanced-nexus.com;
OBJECTIVE-PARTNER;1;8;4;2025-08-26;353000.0;353000.0;0;Weinheim;69469;experten@objective-partner.de;
ALBAKOM;1;8;4;2025-08-15;1477140.0;552935.0;0;Rostock;18069;auftrag@albakom.de;https://www.albakom.de/
DATA-EXPERTS;2;8;6;2025-08-12;10450644.0;1143940.0;0;Neubrandenburg;17033;office@data-experts.de;https://www.data-experts.de/
ZEB;1;8;6;2025-08-11;416106490.0;286345.0;0;Münster;48153;Information-Ausschreibungen@zeb.de;
STRIJBOSCH;1;8;5;2025-08-05;;;1;Essen;45138;info@strijbosch.de;
LUCAS-NUELLE;2;8;5;2025-08-04;5561904.0;692694.0;0;Kerpen;50170;vergaben@lucas-nuelle.de;
PAPENMEIER;1;8;4;2025-07-28;214000.0;214000.0;0;Schwerte;58239;info@papenmeier.de;
DOKSYSTEME;3;8;7;2025-07-25;1355600.0;677800.0;0;Planegg-Martinsried;82152;vertrieb@doksysteme.de;
HONEYWELL;2;8;8;2025-07-22;3399622.0;269885.0;0;Offenbach am Main;63067;michael.gerach@honeywell.com;
UNIVENTION;1;8;5;2025-07-21;1205200.0;265200.0;0;Bremen;28359;vertrieb@univention.de;
MAXXYS;1;8;4;2025-06-16;491597.0;245799.0;0;Butzbach;35510;sales@maxxys.de;https://maxxys.de
ERNW;1;8;6;2025-06-03;1813017.0;409575.0;0;Heidelberg;69124;beispiel@beispiel.de;
PHYWE;1;8;4;2025-06-02;3796540.0;210769.0;0;Göttingen;37079;info@phywe.de;
EUROBOS;1;8;7;2025-05-08;2117398.0;418532.0;0;Koblenz;56072;info@eurobos.de;
T60;3;8;3;2025-04-30;198980.0;198980.0;2;München;80331;sales@t60.com;https://www.t60.com
OFFICE-PRODUCTS;1;8;6;2025-04-07;3692657.0;312080.0;0;Kirchheim;73230;g.mueller@office-products.de;http://www.office-products.de
RR Software GmbH;1;8;6;2025-03-20;977635.0;393961.0;0;Hasselfelde;38899;vertrieb@antrago.de;
GELSEN-NET;3;8;4;2025-03-19;14120916.0;192234.0;0;Gelsenkirchen;45891;info@gelsen-net.de;https://www.gelsen-net.de/Privatkunden-0221284855.html
m-com Daten u. Kommunikationssysteme GmbH;2;8;6;2025-02-27;378373.0;378373.0;0;Lübeck;23564;info@m-com.de;
CHRISTIANI;6;8;4;2025-02-03;2317783.0;291829.0;0;Konstanz;78464;dennis.breder@christiani.de;
LD-DIDACTIC;1;8;6;2025-02-03;2459495.0;145632.0;0;Hürth;50354;smanz@ld-didactic.de;
NUANCE;4;8;4;2025-01-08;1736336.0;868168.0;0;Dublin;D02 R296;dustin.classen@nuance.com;https://www.nuance.com/de-de/index.html
SURESECURE;1;8;3;2024-12-12;12804195.0;930000.0;0;Düsseldorf;40211;info@surescure.de;https://www.suresecure.de/i
WE are XR GmbH;2;8;4;2024-12-09;996212.0;498106.0;0;Moers;47445;m.dierking@we-are-xr.de;
INITSE;1;8;4;2024-11-25;6290869.0;1702919.0;0;Karlsruhe;76131;webmaster@initse.com;
PCO AG;1;8;4;2024-10-21;3637225.0;539300.0;0;Osnabrück;49090;ausschreibung@pco-online.de;https://www.pco-online.de
AMORIABOND;1;8;3;2024-10-08;;;0;Köln;50667;sven.schuette@amoriabond.de;
GAI-NETCONSULT;1;8;4;2024-10-04;794854.0;397427.0;4;Berlin;13507;vertrieb@gai-netconsult.de;
BMK Office Service GmbH & Co. KG;1;8;5;2024-10-01;1800444.0;421870.0;0;Achim;28832;awaliczek@bmk-online.de;
SCHEIDT-BACHMANN;3;8;5;2024-08-12;1567196.0;264759.0;0;Mönchengladbach;41238;impressum@scheidt-bachmann.de;
BOC Information Technologies Consulting GmbH;1;8;4;2024-08-06;1082500.0;336000.0;0;Berlin;10245;vertrieb@boc-de.com;
FUNKWERK;2;8;6;2024-07-30;8273805.0;8273805.0;1;Karlsfeld;85757;christoph.harm@funkwerk.com;
ITZ Informationstechnologie GmbH;1;8;6;2024-06-03;90128470.0;4348183.0;0;Essen;45133;info@itz-essen.de;
SOGETI;1;8;5;2024-05-03;20151362.0;3861600.0;1;Ratingen;40882;jens.gruettemeier@sogeti.com;
HP-SCHMITZ;1;8;6;2024-04-29;760760.0;239760.0;0;Berlin;12459;t.adam@HP-Schmitz.eu;
CP-CHEMNITZ;1;8;6;2024-01-29;6359612.0;1169054.0;0;Chemnitz;09128;jenny.kauf@cp-chemnitz.de;
AVS;1;8;4;2024-01-26;2209460.0;293432.0;0;Bayreuth;95444;service@avs.de;
MORGENPOST-BRIEFSERVICE;1;8;7;2024-01-25;21875037.0;1629057.0;0;Mannheim;68167;t.janzer@morgenpost-briefservice.de;
ISYDE;1;8;4;2023-07-24;2979527.0;256260.0;0;Balge;31609;info@isyde.de;
HOB;1;8;6;2023-07-11;13329237.0;920887.0;0;Fürth;90765;therrmann@hob.de;
TELBA-GMBH;2;8;5;2023-07-07;3598671.0;346016.0;0;Löbichau;04626;kontakt@telba-gmbh.de;
Alfred Horn Systemhaus GmbH;1;8;4;2023-04-17;2741645.0;68095.0;0;Kulmbach;95326;va@3d-drucker.org;
"""wilhelm.tel GmbH""";1;8;7;2023-03-30;109410288.0;10962500.0;0;Norderstedt;22846;;
MT GmbH;1;8;5;2023-03-13;192555384.0;16200276.0;0;Ratingen;40882;volker.mischke@mt-ag.com;
FUNKEMEDIEN;1;8;4;2023-03-01;11571217.0;357109.0;0;Essen;45127;roy.thelemann@funkemedien.de;
ALTAIR;1;8;4;2023-02-07;2384277.0;241675.0;0;Böblingen;71034;information@altair.de;
KREUZWERKER;1;8;3;2023-01-31;1783530.0;369942.0;0;Berlin;10969;info@kreuzwerker.de;
BENSE;1;8;4;2023-01-05;3846430.0;314469.0;0;Düsseldorf;48143;harry.doepke@bense.net;
ENVIATEL;1;8;4;2022-12-23;44146305.0;850881.0;0;Markkleeberg;04416;maik.tannenberg@enviatel.de;
ITMedia Consult AG;1;8;5;2022-12-12;3411757.0;705378.0;0;Züsch;54422;;
CompuStore GmbH;1;8;3;2022-11-17;4753715.0;350878.0;0;Regensburg;93053;d.reinartz@eduxpert.de;
QUADRIO;1;8;5;2022-09-26;19348000.0;2152000.0;3;Dresden;01309;info@quadrio.de;
MEONA;1;8;4;2022-07-04;16109453.0;6545387.0;4;Freiburg;79100;info@meona.de;
Keine Angabe – der Zuschlag ging an mehrere Bieter, die weiterhin im Wettbewerb stehen;1;8;6;2022-04-17;;;28;Keine Angabe;;;
Mario Reifschneider e.K.;3;7;4;2026-06-23;1031484.0;285245.0;0;Werder;14542;info@lapstars.de;http://www.lapstars.de
BINECT;1;7;4;2026-06-22;2525635.0;594585.0;0;Hannover;30177;info@eventit.ag;https://www.binect.de/
EDUXPERT;3;7;2;2026-06-16;1097578.0;184174.0;0;Regensburg;93053;ausschreibung@eduxpert.de;http://www.eduxpert.de
SCB;1;7;5;2026-06-09;;;0;Plauen;08527;sindy.schmidt@scb.de;
DVHAUS;1;7;6;2026-06-08;3820592.0;1910296.0;3;Furth;82041;ausschreibung@dvhaus.de;
INVARIS;2;7;5;2026-06-03;1292633.0;1292633.0;0;Eisenstadt;A-7000;info@invaris.com;https://www.invaris.com/
Computercenter AG & Co. oHG;2;7;5;2026-06-01;18353271.0;1751253.0;0;Regensburg;93053;ausschreibung@eduxpert.de;http://www.glasfaserplus.de
VATER-GRUPPE;2;7;5;2026-06-01;8277849.0;517946.0;1;Hamburg;22761;VBU-VI@vater-gruppe.de;
EXXCELLENT;1;7;5;2026-05-26;25041014.0;12520507.0;0;Ulm;89075;gerhard.gruber@exxcellent.de;
GROUP24;3;7;5;2026-05-22;4870812.0;736441.0;0;Gescher;48712;el@group24.de;http://www.group24.de
EBF;1;7;5;2026-05-20;8693426.0;599900.0;1;Köln;50988;sales@ebf.com;
ACCELLONET;1;7;5;2026-05-20;1401328.0;700664.0;0;Neu-Ulm;89231;info@accellonet.com;http://accellonet.com
BARTSCH;1;7;7;2026-05-19;890000.0;890000.0;0;Ottobrunn;85521;petra.hossner@bartsch.de;http://www.bartsch.de
4K-ANALYTICS;1;7;5;2026-05-18;13562980.0;6781490.0;4;Leipzig;04109;kontakt@4k-analytics.de;
SIV;2;7;6;2026-05-13;23438140.0;3209616.0;0;Roggentin;18184;info@siv.de;
IT-CHOICE;1;7;5;2026-05-13;719450.0;151600.0;0;Karlsruhe;76137;jan.siebenbrock@it-choice.de;
THALESGROUP;2;7;6;2026-05-12;250000.0;250000.0;0;Wilhelmshaven;26382;info@thalesgroup.com;
VMZBERLIN;1;7;5;2026-05-12;428837.0;214419.0;0;Berlin;12109;office@vmzberlin.com;http://www.vmzberlin.com
AUDIOONE;1;7;5;2026-05-08;363349.0;363349.0;0;Berlin;12489;vertrieb@audioone.de;http://audioone.de
MONDAY-CONSULTING;1;7;5;2026-05-06;244238.0;244238.0;0;Hamburg;20459;business@monday-consulting.com;http://www.monday-consulting.com
CECON;4;7;4;2026-05-05;266184.0;133092.0;2;Berlin;10115;halle@cecon.de;http://cecon.de
UDG;2;7;5;2026-05-04;12419000.0;6209500.0;0;Mainz;55120;team.publicsector@udg.de;https://www.udg.de
BRIDGEFIELD;1;7;6;2026-05-04;8323096.0;4161548.0;0;Magdeburg;369114;daniel.vogel@bridgefield.de;http://www.bridgefield.de
SQIOR;3;7;3;2026-04-30;694980.0;694980.0;0;München;80335;sales@sqior.com;https://sqior.com/
PANDACOM;1;7;7;2026-04-10;68968149.0;7747528.0;0;Dreieich-Sprendlingen;63303;ehrenfeld@pandacom.de;
msg for banking ag;4;7;3;2026-04-08;140100000.0;140100000.0;1;Frankfurt am Main,;60549;RESPOVVVV@rentenbank.de;https://www.msgforbanking.de
XAPIO;1;7;4;2026-04-07;351000.0;351000.0;0;München;80636;u.guerster@xapio.de;
H & H Datenverarbeitungs- und Beratungsgesellschaft mbH;1;7;6;2026-04-01;3724157.0;367014.0;0;Berlin;10407;hh@hh-berlin.de;https://www.hh-berlin.de
"Amt Siek
Der Amtsvorsteher";1;7;3;2026-03-31;46400.0;46400.0;0;DE;45145;thomas.nadymacek@acp.at;http://bitmarck.de
maloon GmbH;1;7;7;2026-03-27;441149.0;220574.0;0;Ingolstadt;85053;ausschreibungen@socialhub.io;
GOEBEL-SYSTEMTECHNIK;1;7;5;2026-03-26;1466053.0;338212.0;0;Borken;34582;ausschreibung@goebel-systemtechnik.de;http://goebel-systemtechnik.de
TECHNIA;1;7;4;2026-03-26;238156.0;238156.0;0;Karlsruhe;76149;info-center@technia.com;
BDO;1;7;5;2026-03-26;1063200.0;531600.0;0;Hamburg;20355;hamburg@bdo.de;https://www.bdo.de/
GB-MEDIENTECHNIK;1;7;7;2026-03-23;4161820.0;757640.0;0;Köln;51069;info@gb-medientechnik.de;https://www.gb-medientechnik.de
TIMETOACT;2;7;5;2026-03-20;1873524.0;936762.0;0;Köln;50670;bieterportal-alt@deutschebahn.com;
NEROS-GBR;1;7;4;2026-03-19;;;0;Fürstenfeldbruck;82256;mail@neros-gbr.de;
ANDRENA;1;7;5;2026-03-16;;;0;Karlsruhe;76131;karlsruhe@andrena.de;
QUESTAX;5;7;4;2026-03-16;10200000.0;10200000.0;1;Heidelberg;69115;ausschreibungen@questax.com;
BRITNET;1;7;6;2026-03-13;1707697.0;333670.0;0;Ebersberg;85560;info@britnet.de;
SYNEXUS;1;7;4;2026-03-12;3240853.0;318828.0;0;Leipzig;04129;hotho@synexus.de;
HEREGROUP;1;7;5;2026-03-09;2182300.0;1091150.0;0;Bonn;53119;info@wheregroup.com;
ENTEGA;3;7;4;2026-03-02;4822521.0;570426.0;2;Darmstadt;64293;peter.zimmer@entega.de;
COREMEDIA;1;7;5;2026-02-27;496800.0;496800.0;0;Hamburg;20459;martin.schlueter@coremedia.com;
KABELSAT;1;7;2;2026-02-24;30758466.0;1270962.0;3;Bergen auf Rügen;18528;info@kabelsat.net;
SUBSHELL;1;7;7;2026-02-09;;;0;Hamburg;20457;info@subshell.com;
ALMEX;1;7;6;2026-02-03;125454000.0;62727000.0;0;Hannover;30539;sales-office@almex.de;
BOSTON-IT;1;7;5;2026-02-02;2825648.0;561985.0;0;Feldkirchen;85622;ausschreibungen@boston-it.de;https://www.bostondeutschland.de
AufGesat e.V.;1;7;4;2026-02-02;;;0;Frankfurt;60314;satcom@gesat.com;
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung Einkauf und Gerätewirtschaft C2 - Vergabestelle Bau;1;7;3;2026-01-30;255000.0;255000.0;0;Karlsruhe;76131;atillier@opentext.com;
IQVIA;3;7;4;2026-01-29;858319.0;167470.0;0;Frankfurt am Main;60549;jesse.goering@iqvia.com;http://iqvia.com
DOMEBA;2;7;6;2026-01-22;376446.0;118687.0;0;Chemnitz;09114;info@domeba.de;
