Firma;Register_ID;Gruppe;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web;Aufloesung
Optoprecision GmbH;H1101_H1101_HRB20048;OPTOPRECISION;2;2;2025-05-23;;;0;Bremen;28357;info@optoprecision.de;;handelsregister_exakt
Cryptshare AG;;CRYPTSHARE;2;2;2022-03-22;;;0;Freiburg;79102;sales@cryptshare.com;;nur_name
Theum AG;B8534_HRB213941;THEUM;2;2;2024-07-22;;;0;Ostfildern;73760;pcaspers@theum.com;;handelsregister_exakt
Vistafon Consulting GmbH;;VISTAFON;2;2;2023-07-24;;;0;Mainz;55120;service-mainz@vistafon.de;;nur_name
CESTRON international GmbH;G1312_HRB22997;;2;2;2026-05-18;;;0;Teltow;14513;;;handelsregister_exakt
meinTest GmbH;;MEINTEST;2;2;2023-05-17;;;0;Bern;3011;erhard.benninger@meinTest.software;;nur_name
BestSolution.at EDV Systemhaus GmbH;;BESTSOLUTION;2;2;2025-04-22;;;0;Innsbruck;6020;bernd.reitmair@BestSolution.at;;nur_name
Dedalus Healthcare GmbH;HRB: 24099;DEDALUS;2;1;2024-02-23;;;0;Bonn;53227;healthcare.de@dedalus.com;;ted_nationalid
Bloomberg Finance L.P.;;;2;2;2022-07-08;;;0;New York;;;;nur_name
BMAnetworks GmbH;X1517R_HRB4103KI;;2;2;2025-12-19;;;0;Hamburg-Bahrenfeld;22761;info@bma-networks.com;;handelsregister_exakt
Software2 GmbH;D2601V_HRB236184;;2;1;2025-12-19;;;0;München;80538;;https://www.software2eu.de/;handelsregister_exakt
ONVENTIS GmbH;B8535_HRB504625;ONVENTIS;2;2;2024-07-16;;;0;Stuttgart;70563;info@onventis.de;;handelsregister_exakt
Health-Comm GmbH;HRB20011;HEALTH-COMM;2;1;2024-12-30;;;0;Münster;48161;ausschreibungen@health-comm.de;http://www.health-comm.de;ted_nationalid
Evatec Europe GmbH;D2601V_HRB110806;EVATECNET;2;1;2025-12-16;;;0;Aschheim;85609;andre.schenk@evatecnet.com;;handelsregister_exakt
The Neighbourhoodie Software GmbH;F1103R_HRB157851;NEIGHBOURHOOD;2;1;2023-10-05;;;0;Berlin;12059;hi@neighbourhood.ie;;handelsregister_exakt
Experience One AG;;EXPERIENCEONE;2;2;2025-11-04;;;0;Stuttgart;70174;business@experienceone.com;;nur_name
Voigtmann GmbH, Nürnberg;;VOIGTMANN;2;1;2022-08-08;;;0;Nürnberg;90491;peter.voigtmann@voigtmann.de;;nur_name
Martin Heigermoser - IT Consulting;DE313288961;;2;2;2025-09-30;;;0;München;81543;martin.heigermoser@higrow.me;;ted_nationalid
nachtblau GmbH;K1101R_HRB107163;NACHTBLAU;2;2;2025-07-07;;;0;Hamburg;20251;m.jonas@nachtblau.tv;http://nachtblau.tv;handelsregister_exakt
innoQ Deutschland GmbH;R1101_HRB44126;INNOQ;2;2;2025-06-30;;;0;Monheim am Rhein;40789;info@innoq.com;;handelsregister_exakt
Arktis GmbH;AG Charlottenburg HRB 28236;ARKTIS-GMBH;2;2;2026-06-15;;;0;Berlin;13581;ausschreibungen@arktis-gmbh.de;http://www.arktis-gmbh.de;ted_nationalid
KERNBLICK GmbH;DE 342 922 928;KERNBLICK;2;1;2025-10-17;;;0;Paderborn;33104;linneweber@kernblick.de;;ted_nationalid
NetCologne IT Services GmbH;R3306_HRB34019;NETCOLOGNE-ITS;2;2;2025-09-22;;;0;Köln;50829;vertrieb@netcologne-its.de;https://www.netcologne-its.de/;handelsregister_exakt
adesso mobile solutions GmbH;R2402_HRB13763;ADESSO-MOBILE;2;2;2023-04-24;;;0;Dortmund;44269;ausschreibungen@adesso-mobile.de;;handelsregister_exakt
Global Media Services Gesellschaft mit beschränkter Haftung;K1101R_HRB36444;;2;1;2023-06-26;;;0;Schwalbach;65824;o.kuhlmann@gms-gmbh.eu;;handelsregister_exakt
GEOLOCK GmbH;W1215_HRB113652;GEOLOCK;2;2;2025-12-17;;;0;Magdeburg;39124;niklas.brauleke@geolock.de;;handelsregister_exakt
DREICAD GmbH;B8537_HRB730158;;2;1;2023-10-24;;;0;Ulm;89073;;;handelsregister_exakt
Webicorns GmbH;DE275647290;EBICORNS;2;1;2024-07-04;;;0;Köln;50667;philipp.thiele@webicorns.com;;ted_nationalid
MCX Administration Services B.V.;NL8197.37.823.B.05;MCX;2;1;2025-02-03;;;0;Apeldoorn;7231 AP;info@mcx.nl;https://www.mcx.nl;ted_nationalid
DATAGROUP Business Solutions GmbH - Berlin;;DATAGROUP;2;2;2026-06-02;;;0;Berlin;12059;sales-berlin@datagroup.de;;nur_name
Appbase Hamburg GmbH;K1101R_HRB129154;APPBASE;2;2;2026-04-07;;;0;Hamburg;20354;info@appbase.hamburg;;handelsregister_exakt
ORDIX AG;t:0525110630;ORDIX;2;1;2025-06-05;;;0;Paderborn;33100;rau@ordix.de;http://ordix.de;ted_nationalid
COBRA - Computer´s Brainware GmbH;B1204_HRB380802;COBRA;2;2;2024-11-28;;;0;Konstanz;78467;info@cobra.de;;handelsregister_exakt
Adobe Systems Software Ireland Ltd.;6364992H;ADOBE;2;1;2024-09-02;;;0;Dublin;24;contact.de@adobe.com;;ted_nationalid
ICB GmbH;D2601V_HRB143316;;2;2;2022-05-31;;;0;München;81541;info@icb-gmbh.de;;handelsregister_exakt
VoxelGrid GmbH;D2601V_HRB214662;VOXELGRID;2;2;2025-05-13;;;0;München;80799;m.sumic@voxelgrid.com;;handelsregister_exakt
frentix GmbH;;FRENTIX;2;2;2025-05-05;;;0;Zürich;8037;contact@frentix.com;;nur_name
Secusmart GmbH;R1101_HRB56844;SECUSMART;2;2;2025-04-09;;;0;Düsseldorf;40239;info@secusmart.de;;handelsregister_exakt
B.S.M. Bürosysteme Vertriebs GmbH;U1206_HRB11178;;2;2;2024-10-07;;;0;Dachau;85221;marcus.gottfried@bsm-office.de;;handelsregister_exakt
cay solutions GmbH;P1103_HRB10063;CAYSOLUTIONS;2;2;2024-02-07;;;0;Braunschweig;38102;steven@caysolutions.de;;handelsregister_exakt
ARKTIS Gesellschaft für Telekommunikation und Datentechnik mbH;;;2;2;2022-05-03;;;0;Berlin;30855;;;nur_name
Pyramid Computer GmbH;B1204_HRB3018;PYRAMID;2;1;2023-12-29;;;0;Freiburg;79111;sales@pyramid.de;;handelsregister_exakt
novomind AG;K1101R_HRB73542;NOVOMIND;2;2;2024-10-18;;;0;Hamburg;22177;cbalu@novomind.com;;handelsregister_exakt
Ribbex GmbH;HRB 43384;RIBBEX;2;2;2025-06-23;;;0;Wesseling;50389;ausschreibung@ribbex.de;;ted_nationalid
Desk7 GmbH;DE185858177;DESK7;2;2;2025-12-22;;;0;Hamburg;22529;solutions@desk7.com;;ted_nationalid
Cloudeteer UG (haftungsbeschränkt);P2613_HRB206491;CLOUDETEER;2;1;2025-11-10;;;0;Hamburg;20539;ms@cloudeteer.de;https://www.cloudeteer.de;handelsregister_exakt
FP Digital Business Solutions GmbH;;;2;2;2023-12-19;;;0;Berlin;12489;kundenmanagement@internet-access.de;;nur_name
Allgeier IT Business Services GmbH;;ALLGEIER-PUBLIC;2;2;2024-07-24;;;0;München;80807;Biddesk_ITB@allgeier-public.eu;;nur_name
NEXUS MARABU GmbH;DE 210425805;NEXUS-AG;2;2;2026-03-27;;;0;Berlin;10829;sascha.lenk@nexus-ag.de;https://www.nexus-marabu.de/;ted_nationalid
MCD Medical Computers Deutschland GmbH;R1504_HRB11449;;2;1;2024-07-17;;;0;Mönchengladbach;41179;info@mcd.de.com;;handelsregister_exakt
EITCO GmbH;HRB103576B;;2;1;2025-10-14;;;0;Berlin;10785;;;ted_nationalid
WIKOM IT-Consulting und Software GmbH;V1109_HRB103288;IKOM;2;2;2025-08-18;;;0;Saarlouis;66740;infos@wikom.de;http://www.wikom.de;handelsregister_exakt
Bechtle GmbH IT-Systemhaus Nürnberg;DE132761613;BECHTLE;2;2;2024-12-09;;;0;Nürnberg;90429;georg.poelloth@bechtle.com;;ted_nationalid
tacticx Consulting GmbH;R1304_HRB15377;;2;2;2023-06-12;;;0;Geldern;;;;handelsregister_exakt
Mobilfunk Kaltofen Gesellschaft mit beschränkter Haftung;U1104_HRB13650;MOBILFUNK-KALTOFEN;2;2;2025-11-24;;;0;Dresden;01257;info@mobilfunk-kaltofen.de;;handelsregister_exakt
CampusGenius GmbH;DE336421951;CAMPUSGENIUS;2;2;2026-06-11;;;0;Dresden;01099;vergabe@campusgenius.com;;ted_nationalid
Bechtle GmbH IT-Systemhaus Hamburg;DE220624180;BECHTLE;2;2;2025-07-22;;;0;Hamburg;20359;hamburg@bechtle.de;;ted_nationalid
INFODAS;DE 122810060;INFODAS;2;2;2025-09-22;;;0;Köln;50765;vertrieb@infodas.de;;ted_nationalid
G & W Software AG;D2601V_HRB223736;;2;2;2025-09-02;;;0;München;81671;as@gw-software.de;;handelsregister_exakt
Dietz Automation & Umwelttechnik GmbH;M1809_HRB6041;;2;2;2023-04-20;;;0;Neukirchen;34626;;;handelsregister_exakt
EBCONT informatics GmbH;;EBCONT;2;2;2026-06-03;;;1;Frankfurt am Main;60329;ausschreibungen-ger@ebcont.com;;nur_name
KTF SELECTRIC GmbH;;SELECTRIC;2;2;2022-01-05;;;0;Ehningen;71139;ktf.innendienst@selectric.de;;nur_name
werkraum Digitalmanufaktur GmbH;B8535_HRB109334;ERKRAUM;2;2;2025-06-02;;;1;Karlsruhe;76131;info@werkraum.net;;handelsregister_exakt
Infosys Ltd. Zweigniederlassung Deutschland;DE222907568;INFOSYS;2;1;2026-03-02;;;0;Frankfurt am Main;60306;Sofia.trojanowska@infosys.com;;ted_nationalid
trevedi IT-Consulting GmbH;R3306_HRB53268;TREVEDI;2;2;2025-05-12;;;0;Köln;51105;info@trevedi.de;;handelsregister_exakt
HBSN GmbH;HRB 209715;HBSN-GRUPPE;2;2;2025-04-30;;;2;Hornburg;38315;ausschreibung@hbsn-gruppe.de;http://hbsn-gruppe.de;ted_nationalid
govIT GmbH;DE332159998;GOVIT;2;1;2025-06-13;;;0;Darmstadt;64283;info@govit.de;;ted_nationalid
Stratasys GmbH;M1201_HRB44083;STRATASYS;2;2;2022-01-25;;;0;Rheinmünster;77836;Miodrag.Slepcevic@stratasys.com;;handelsregister_exakt
digitevo GmbH;M1406_HRB6837;DIGITEVO;2;1;2025-04-19;;;0;Wettenberg;35435;einkauf@digitevo.de;;handelsregister_exakt
dainox GmbH;B8537_HRB729155;;2;2;2026-02-12;;;0;Bad Wörishofen;86825;;;handelsregister_exakt
Nexbib GmbH;DE344840956;NEXBIB;2;2;2026-05-04;;;0;Reutlingen;72764;Tenders-DE@nexbib.com;;ted_nationalid
SOPRA STERIA BELGIUM;BE0474817275;SOPRASTERIA;2;1;2026-05-19;;;1;Bruxelles;1050;pcoe_oneeu@deloitte.com;;ted_nationalid
Imtradex Hör-/Sprechsysteme GmbH;;;2;2;2023-03-13;;;0;Dreieich;63303;;;nur_name
Lightpower GmbH;R2809_HRB1608;LIGHTPOWER;2;2;2025-09-26;;;0;Paderborn;33102;;;handelsregister_exakt
Frerichs Bürotechnik GmbH & Co. KG;P3210_P3213_HRA120653;;2;1;2025-01-22;;;0;Bad Zwischenahn;26160;info@f-bt.de;;handelsregister_exakt
robotron Aktiengesellschaft;U1104_HRB918;ROBOTRON;2;2;2024-10-08;;;0;Dresden;01189;rds@robotron.de;;handelsregister_exakt
netgo Nürnberg GmbH;;NETGO;2;1;2023-03-20;;;0;Nürnberg;90491;;;nur_name
PH-Soft Computer IT-Business Solutions;DE127283083;PHSOFT;2;1;2024-04-19;;;0;Gersthofen;86368;philipps@phsoft.de;;ted_nationalid
IRS Integrated Realization Services GmbH;D3310V_HRB10687;;2;2;2022-10-07;;;0;Nürnberg;90449;cfo@irs-nbg.de;;handelsregister_exakt
SCHUFA Holding AG;M1906_HRB12286;SCHUFA;2;2;2022-03-28;;;0;Wiesbaden;65203;vp-anbindung@schufa.de;;handelsregister_exakt
BioRender;GST/HST: 779568310 RT 0001;BIORENDER;2;2;2026-04-02;;;0;Toronto;M5V 2J1;philip@biorender.com;www.biorender.com;ted_nationalid
TASTEONE AV- & IT-Solutions GmbH;DE 813693066;TASTEONE;2;1;2024-10-24;;;0;Leverkusen;51377;ausschreibung@tasteone.eu;;ted_nationalid
kumi health GmbH;K1101R_HRB134268;;2;1;2025-08-07;;;0;Hamburg;22769;;;handelsregister_exakt
berolina bürotechnik- vertrieb Findeisen & Partner GmbH;F1103R_HRB36210;;2;2;2023-01-23;;;0;Berlin;12681;;;handelsregister_exakt
DATAWIN GmbH;DE 813988768;;2;2;2026-04-09;;;0;Ergolding;84030;info@inotec.eu;;ted_nationalid
Fincon Reply GmbH;127150 Hamburg;REPLY;2;1;2025-12-20;;;0;Hamburg;22767;l.vonlipinski@reply.de;https://www.fincon.eu/;ted_nationalid
SYSCON GmbH;R2706_HRB3582;;2;2;2023-07-03;;;0;Hannover;64546;;;handelsregister_exakt
Petschow & Thiel GmbH;DE123456789;;2;2;2025-04-23;;;0;Walddorfhäslach;72141;info@ostertagdetewe.de;;ted_nationalid
Thönnes Datensysteme GmbH;D2601V_HRB82664;;2;2;2023-03-27;;;1;München;81245;m.kenda@thoennes.com;;handelsregister_exakt
Pronux GmbH;D2601V_HRB171716;PRONUX;2;2;2024-07-02;;;0;München;81671;info@pronux.de;;handelsregister_exakt
Eviden Germany GmbH;HRB 235509;;2;2;2026-01-28;;;0;Berlin;12489;Christina.stiesy@atos.net;http://de.atos.net;ted_nationalid
Der Herzog Kommunikation GmbH;B8534_HRB720793;HERZOGKOMMUNIKATION;2;2;2023-11-27;;;1;Stuttgart;70197;info@herzogkommunikation.de;;handelsregister_exakt
rocom GmbH;D2910V_HRB8452;ROCOM;2;2;2024-03-27;;;0;Riedering;83083;info@rocom.de;;handelsregister_exakt
SKLM GmbH;M1710_HRB6896;SKLM;2;2;2025-11-03;;;0;Dresden;01219;sende@sklm.de;;handelsregister_exakt
Köster Systemtechnik GmbH;R2604_HRB1139;KOESTER-SYSTEMTECHNIK;2;1;2022-12-27;;;0;Iserlohn;58642;info@koester-systemtechnik.de;;handelsregister_exakt
Imprivata OGiTiX GmbH;HRB 100306 AG Düsseldorf;OGITIX;2;1;2024-08-01;;;0;Langenfeld;40764;info@ogitix.de;;ted_nationalid
MEHRKANAL GmbH;R2503_HRB17210;MEHRKANAL;2;2;2025-06-16;;;0;Essen;45130;brueggemann@mehrkanal.com;;handelsregister_exakt
bakdata GmbH;F1103R_HRB174303;BAKDATA;2;2;2025-08-19;;;0;Berlin;10623;alexander.albrecht@bakdata.com;;handelsregister_exakt
valantic Enterprise Solutions GmbH;98027_10005697;VALANTIC;2;1;2024-09-11;;;0;Norderstedt;22848;sales@solutions.valantic.com;;ted_nationalid
Deutsche Post AG , VL Ausschreibung;DE 169838187;DEUTSCHEPOST;2;2;2026-03-30;;;0;Bonn;53113;brief@deutschepost.de;;ted_nationalid
POLYGRAN GmbH;M1201_HRB93637;POLYGRAN;2;1;2025-04-17;;;0;Ulm;89077;jonathan.rhymer@polygran.de;;handelsregister_exakt
Urbetho CF GmbH;DE345429400;URBETHO;2;2;2026-01-08;;;0;Alling;82239;tender@urbetho.com;;ted_nationalid
Capgemini Outsourcing Services GmbH;R1101_HRB58881;CAPGEMINI;2;2;2022-06-30;;;1;Ratingen;40882;christian.janssen@capgemini.com;;handelsregister_exakt
cokuna communication;DE 244071643;COKUNA;2;1;2025-07-10;;;0;Dresden;01069;ausschreibung@cokuna.com;;ted_nationalid
AMBER AI & Data Science Solutions GmbH;DE355271500;AMBER;2;2;2025-11-28;;;0;Oberhaching;82041;sales@amber.eu;;ted_nationalid
B&E antec GmbH;DE181080651;BE-ANTEC;2;1;2024-04-25;;;0;Nürnberg;90475;vertrieb@be-antec.de;;ted_nationalid
ClimateView;SE559150412001;CLIMATEVIEW;2;2;2025-07-18;;;0;Stockholm;11120;michael@climateview.global;http://de.climateview.global;ted_nationalid
SPIE Information & Communication Services GmbH, Niederlassung Berlin;;SPIE;2;2;2023-08-29;;;0;Berlin;13627;ferdinand.boekmann@spie.com;;nur_name
consider it GmbH;H1101_H1101_HRB26725;;2;1;2023-08-22;;;0;Hamburg;22765;;;handelsregister_exakt
MR Datentechnik GmbH;DE167292167;;2;1;2024-05-06;;;0;Würzburg;97076;vergabe@mr-daten.de;;ted_nationalid
Pirobase Imperia GmbH;;;2;1;2023-08-29;;;0;Köln;50968;;;nur_name
ECS Enterprise Communications & Services GmbH;HRB 29773;;2;1;2025-02-25;;;0;Leipzig;04159;vergabe@ecs-deutschland.de;;ted_nationalid
CANCOM GmbH Nord/Ost;;;2;1;2025-09-29;;;0;Jettingen-Scheppach;89343;Dummy-eMail-eVergabe@fb.hamburg.de;;nur_name
MKT Multi Kurier Transport und Logistik GmbH;K1101R_HRB66145;MULTIKURIER;2;2;2026-02-16;;;0;Hamburg;20537;info@multikurier.de;;handelsregister_exakt
CeCon Computer Systems GmbH;;CECON;2;2;2023-09-12;;;2;Berlin;10115;cc@cecon.de;;nur_name
Neuland Software GmbH;D2102V_HRB16477;NEULAND-SOFTWARE;2;1;2024-05-14;;;0;Augsburg;86165;holger.kannler@neuland-software.de;;handelsregister_exakt
Alexander Thamm GmbH;D2601V_HRB199036;ALEXANDERTHAMM;2;2;2026-03-13;;;0;München;80637;info@alexanderthamm.com;;handelsregister_exakt
STORDIS GmbH;B8534_HRB724261;;2;2;2023-02-21;;;0;Stuttgart;70567;;;handelsregister_exakt
H&G Hansen & Gieraths EDV Vetriebsgesellschaft mbH;HR B 4027 Bonn;;2;2;2026-02-02;;;0;Bonn;53111;Ausschreibungen@hug.de;https://www.hug.de;ted_nationalid
X1F GmbH;DE330985128;X1F;2;1;2024-09-30;;;0;Hamburg;22765;experience@x1f.one;;ted_nationalid
Solventum Germany GmbH;;SOLVENTUM;2;1;2024-12-23;;;0;Kamen;59174;jbuhlheller@solventum.com;;nur_name
Fujitsu Germany GmbH;HRB 130261 (AG München);FUJITSU;2;1;2024-12-02;;;0;München;80807;info@fujitsu.com;;ted_nationalid
Ultra Consulting Network GmbH;DE811820280;ULTRA;2;2;2025-10-22;;;0;Solingen;42699;thomas.glodde@ultra.de;;ted_nationalid
civillent GmbH;DE146488580;CIVILLENT;2;1;2024-11-15;;;0;Reutlingen;72770;kundenmanagement@civillent.de;;ted_nationalid
handz.on GmbH;;;2;1;2023-06-12;;;0;München;80999;info@scienitec.de;;nur_name
Deutsche Telekom Business Solutions GmbH LK NWR Kommunal;815404050;;2;2;2025-08-25;;;0;Bonn;53227;dirk.diestel@telekom.de;;ted_nationalid
Universal Quantum Deutschland GmbH;;UNIVERSALQUANTUM;2;1;2022-12-12;;;0;Düsseldorf;40599;info@universalquantum.com;;nur_name
Deutsche Telekom Business Solutions GmbH;19645 Bonn;TELEKOM;2;2;2026-02-26;;;0;Düsseldorf;40547;heiko.denker-vanelst@telekom.de;https://geschaeftskunden.telekom.de/;ted_nationalid
datenschutz cert GmbH;H1101_H1102_HRB5284;DATENSCHUTZ-CERT;2;2;2025-06-24;;;0;Bremen;28217;smaseberg@datenschutz-cert.de;;handelsregister_exakt
blu Professionals GmbH;D2601V_HRB171071;;2;2;2024-11-11;;;0;München;80687;sz@bluprof.com;;handelsregister_exakt
Kramm Bürosysteme GmbH;U1308_HRB9181;KRAMM-LEIPZIG;2;2;2024-05-14;;;0;Leipzig;04129;info@kramm-leipzig.de;;handelsregister_exakt
Hybrid Heroes GmbH;F1103R_HRB165611;HYBRIDHEROES;2;2;2025-05-12;;;0;Berlin;10999;hello@hybridheroes.de;;handelsregister_exakt
Global Network e. V.;B1204_VR2243;;2;2;2025-03-04;;;1;Berlin;10557;info@global-network.ag;http://www.global-network.ag;handelsregister_exakt
uhb Software GmbH;DE198155009;UHB-SOFTWARE;2;2;2026-03-16;;;0;St.Wolfgang;84427;kontakt@uhb-software.com;;ted_nationalid
Aumio GmbH;;;2;2;2023-09-27;;;0;Berlin;14167;;;nur_name
voestalpine Signaling GmbH;;;2;2;2023-07-18;;;0;Siershahn;56427;;;nur_name
Airbus Cybersecurity GmbH;;AIRBUS;2;2;2022-06-30;;;0;Taufkirchen;82024;marc-aurel.zielonka@airbus.com;;nur_name
Dinkel Gesellschaft mit beschränkter Haftung;B8535_HRB250057;DINKEL-FOTO;2;2;2022-07-26;;;0;München;;;;handelsregister_exakt
vitero GmbH;;VITERO;2;2;2022-03-11;;;1;Stuttgart;70569;info@vitero.de;;nur_name
Bechtle Bielefeld GmbH;;BECHTLE;2;1;2023-06-29;;;0;Bielefeld;33689;tenderdesk.bielefeld@bechtle.com;;nur_name
Allgeier Enterprise Services AG;D2601V_HRB137502;ALLGEIER-PUBLIC;2;1;2025-04-24;;;0;München;80807;info@allgeier-public.eu;;handelsregister_exakt
CALUMET Photographic GmbH;K1101R_HRB45430;CALUMETPHOTO;2;1;2022-11-30;;;0;Essen;22765;b2b@calumetphoto.de;;handelsregister_exakt
PAYONE GmbH & Co. KG;X1517R_HRA4273KI;PAYONE;2;2;2024-10-01;;;0;Frankfurt am Main;60528;bd-projekte@payone.com;;handelsregister_exakt
Wagenknecht GmbH;D2601V_HRB107500;;2;2;2023-11-20;;;0;Söhrewald;34320;dennis.wagenknecht@der-hoerspezialist.de;;handelsregister_exakt
PLANET IC GmbH;N1308V_HRB6762;PLANET-IC;2;2;2023-10-30;;;0;Schwerin;19061;info@planet-ic.de;;handelsregister_exakt
Unternehmensberatung Triestram und Partner GmbH;R2201_HRB3090;;2;2;2022-12-27;;;0;Bochum;44795;m.hunold@t-p.com;;handelsregister_exakt
itroxx GmbH;D2601V_HRB129124;ITROXX;2;2;2022-12-13;;;0;München;80336;sweigelt@itroxx.de;;handelsregister_exakt
Sertronics GmbH;K1101R_HRB141170;SERTRONICS;2;2;2022-09-30;;;0;DE;22039;;;handelsregister_exakt
actum consulting products GmbH;K1101R_HRB75498;ACTUM;2;2;2024-04-29;;;0;Hamburg;20457;info@actum.de;;handelsregister_exakt
i:FAO Group GmbH;M1201_HRB73600;;2;2;2022-07-05;;;0;Frankfurt;60487;;;handelsregister_exakt
BBHT Beratungsgesellschaft mbH & Co. KG;R2713_HRA9989;;2;2;2025-11-14;;;1;Münster;48155;;;handelsregister_exakt
Amos GmbH;B8534_HRB100780;AMOS-STEMPEL;2;2;2024-01-09;;;0;Frankfurt am Main;60325;info@amos-stempel.de;;handelsregister_exakt
INRIX;HRB 201795;INRIX;2;1;2024-12-05;;;0;Muenchen;80939;info@inrix.com;https://inrix.com/;ted_nationalid
Dedalus HealthCare GmbH z.Hd. Eileen Gäbler;;DEDALUS;2;1;2024-12-19;;;0;Jena;07743;eileen.gaebler@dedalus.com;;nur_name
cukoo GmbH;DE158231806;CUKOO;2;1;2025-11-19;;;0;Leipzig;04177;vertrieb@cukoo.de;;ted_nationalid
Imtradex Hör-/Sprechsysteme GmbH;HRB 33691;IMTRADEX;2;1;2025-12-17;;;0;Dreieich;63303;laura.gaubatz@imtradex.de;;ted_nationalid
Dresdner Wach- und Sicherungsinstitut GmbH;U1104_HRB715;;2;2;2025-08-18;;;0;Dresden;01109;tatjana.kumpe@dwsi.de;;handelsregister_exakt
Atos Holding Germany 1 GmbH;;;2;1;2023-08-24;;;0;München;81739;Caroline.Lange@eviden.com;;nur_name
coding. powerful. systems. CPS GmbH;DE217620456;;2;2;2025-10-28;;;0;Berlin;13355;info@cps-it.de;;ted_nationalid
pressrelations GmbH;R1101_HRB41594;PRESSRELATIONS;2;2;2026-02-26;;;0;Düsseldorf;40211;rolf.frison@pressrelations.com;;handelsregister_exakt
visunext International GmbH & Co. KG;Steinfurt HRB6969;VISUNEXTGROUP;2;1;2024-05-16;;;0;Emsdetten;48282;tender@visunextgroup.com;;ted_nationalid
facts & figures GmbH;R3103_HRB2593;FACTS-FIGURES;2;2;2023-05-17;;;0;Düren;52349;Ausschreibung@facts-figures.de;;handelsregister_exakt
KAT-DELIVERY GmbH;P2305_HRB215953;KAT-DELIVERY;2;2;2023-05-08;;;0;Hemmingen;30966;t.schwabe@kat-delivery.de;;handelsregister_exakt
Community4you GmbH;U1206_HRB18550;COMMUNITY4YOU;2;2;2024-10-01;;;0;Chemnitz;09120;info@community4you.de;https://www.community4you.de/de/index.html;handelsregister_exakt
POLAVIS GmbH;DE 303530042;POLAVIS;2;1;2024-12-30;;;0;Berlin;10117;bid.management@polavis.de;;ted_nationalid
idicos GmbH;B8535_HRB432714;IDICOS;2;2;2025-09-05;;;0;Schriesheim;69198;info@idicos.de;;handelsregister_exakt
Lawo Holding AG;B8535_HRB521919;LAWO;2;2;2024-02-26;;;0;Rastatt;76437;ulrich.schnabl@lawo.com;;handelsregister_exakt
BREDEX GmbH;HRB 2450 Braunschweig;BREDEX;2;1;2025-12-23;;;0;Braunschweig;38100;ausschreibungen@bredex.de;http://www.bredex.de;ted_nationalid
BSCD Business Solutions, Consulting and Development GmbH;R3306_HRB57407;BSCD;2;2;2023-03-13;;;0;Brühl;50321;info@bscd.de;;handelsregister_exakt
DTV-Verkehrsconsult GmbH;R3101_HRB12500;DTV-VERKEHRSCONSULT;2;2;2024-04-10;;;0;Aachen;52076;info@dtv-verkehrsconsult.de;;handelsregister_exakt
Softwareallianz Deutschland GmbH;98027_10000768;;2;1;2025-07-25;;;0;Hamburg;20539;no@emailaddress.given;;ted_nationalid
4N IT-Solutions GmbH;DE349198544;;2;1;2025-08-25;;;0;Flein;74223;info@4n.de;;ted_nationalid
Database Service Provider Global Limited;GB411334251;;2;1;2025-02-03;;;0;London;EC3V 0HR;info@dsp.co.uk;https://www.dsp.co.uk;ted_nationalid
MVST GmbH;;MVST;2;2;2022-05-31;;;0;München;80802;niklas@mvst.co;;nur_name
ThinkRED West GmbH;HRB 53348;THINKRED;2;1;2025-05-05;;;0;Bochum;44801;ausschreibungen@thinkred.de;;ted_nationalid
Telekom Deutschland GmbH Public;;TELEKOM;2;1;2023-06-26;;;0;Berlin;10117;ausschreibungen_landberlin@telekom.de;;nur_name
Form-Solutions e.K.;B8535_HRA702062;FORM-SOLUTIONS;2;1;2024-05-28;;;0;Karlsruhe;76137;info@form-solutions.de;https://www.form-solutions.de;handelsregister_exakt
medatixx GmbH & Co. KG;M1906_HRA8835;MEDATIXX;2;2;2025-04-23;;;0;Eltville am Rhein;65343;petra.gebenroth-mueller@medatixx.de;https://medatixx.de/impressum/;handelsregister_exakt
Firma Serverhero GmbH;DE 815718281;SERVERHERO;2;1;2024-08-06;;;0;Köln;50858;d.broich@serverhero.de;;ted_nationalid
HDP Management Consulting GmbH;M1201_HRB73868;HDP-MANAGEMENT;2;2;2025-03-24;;;0;Frankfurt am Main;60486;axel.albert@hdp-management.com;http://www.hdp-management.com;handelsregister_exakt
Bechtle GmbH Bremen;;;2;2;2023-10-12;;;0;Bremen;28199 Bremen;;;nur_name
SecuInfra GmbH & Co. KG;F1103R_HRA44515;SECUINFRA;2;2;2026-03-30;;;0;Berlin;10365;info@secuinfra.com;;handelsregister_exakt
Group24 AG;;GROUP24;2;2;2022-01-24;;;0;Gescher;48712;info@group24.de;;nur_name
Deutsche Telekom Business Solutions GmbH;HRB 19645 Bonn;TELEKOM;2;1;2025-11-18;;;0;Düsseldorf;40547;heiko.denker-vanelst@telekom.de;https://geschaeftskunden.telekom.de;ted_nationalid
Tools4ever Informatik GmbH;R3306_HRB78583;TOOLS4EVER;2;2;2023-01-27;;;0;Bergisch Gladbach;51469;s.schlemmer@tools4ever.de;;handelsregister_exakt
AFL Telecommunications GmbH;R1504_HRB12868;;2;2;2022-09-13;;;0;Mönchengladbach;41238;EMEAsales@AFLglobal.com;;handelsregister_exakt
