Code;Art;Kriterium;Hauptgruppe;Gruppe;Gewichtung;Gewicht Gruppe;Gewicht Hauptgruppe;Prozent
A.1.6.7;Ausschluss;Optional IR- Kamera, mind.Full-HD mit Status-LED und Kameraschutzblende (mechanisch);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.7.1;Ausschluss;TPM mind. 2.0 Modul onboard mind. FIPS-140-2 zertifiziert;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
B.1.7.2;Bewertung;TPM mind. 2.0 Modul onboard mind. FIPS-140-3 zertifiziert;1. Technische Anforderungen;1.7 Sicherheit/ Management;20,0;;;
A.1.7.3;Ausschluss;Der Kunde soll die Möglichkeit haben mindestens eine kundenspezifische Information selbst im Geräte-BIOS zu hinterlegen, z.B. die Inventarnummer des Gerätes und/oder eine Anlagennummer. Das Feld im BIOS muss durch den Kunden initial gefüllt und nachträglich bearbeitet werden können.;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.4;Ausschluss;Optional integrierter biometrischer Fingerabdruck-Leser erhältlich;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.5;Ausschluss;Optional integrierter Smartcard-Reader erhältlich;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.6;Ausschluss;Kostenbloses Tool vom Gerätehersteller zur automatisierten Firmware- u. Treiberaktualisierung (Windows) verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.7;Ausschluss;Kostenloses Tool vom Gerätehersteller zur Bios-Konfiguration verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.8.1;Ausschluss;Grafikkarte onboard;1. Technische Anforderungen;1.8 Grafikkarte;;;;
A.1.8.2;Ausschluss;DirectX12.x & OpenGL mind. 4.6 Unterstützung;1. Technische Anforderungen;1.8 Grafikkarte;;;;
A.1.9.1;Ausschluss;max. Hersteller Start-Gewicht ≤ 1,4 kg;1. Technische Anforderungen;1.9 Gehäuse;;;;
A.1.9.3;Ausschluss;Gehäuse mit Vorrichtung zur Diebstahlsicherung (Kensington, Noble oder vergleichbar);1. Technische Anforderungen;1.9 Gehäuse;;;;
A.1.10.1;Ausschluss;"14"" entspiegeltes / mattes Display";1. Technische Anforderungen;1.10 Display;;;;
A.1.10.2;Ausschluss;Auflösung WUXGA (mind. 1.920 x 1.200 Pixel), 16:10, Helligkeit 300 Nits oder höher;1. Technische Anforderungen;1.10 Display;;;;
B.1.10.3;Bewertung;Optional: Hardwareseitiger Blaulichtfilter;1. Technische Anforderungen;1.10 Display;20,0;;;
B.1.10.4;Bewertung;Optional: stromsparendes Display (Low Power < 3,5 Watt);1. Technische Anforderungen;1.10 Display;20,0;;;
A.1.10.5;Ausschluss;"Das Display erfüllt die ergonomischen Eigenschaften nach der EN ISO 9241 und hält mindestens Pixelfehlerklasse 1 ein.
Nachweis: Herstellererklärung und der Bieter legt spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht vor.";1. Technische Anforderungen;1.10 Display;;;;
A.1.11.1;Ausschluss;Lithium Ionen Akku ≥ 45 Wh;1. Technische Anforderungen;1.11 Stromversorgung;;;;
B.1.11.2;Bewertung;Alternative Akku-Größe zu A.1.11.1 ≥ 55 Wh;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.3;Bewertung;Alternative Akku-Größe zu A.1.11.1 ≥ 65 Wh;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.4;Bewertung;Schnell-Ladefunktion (35% in 20 Minuten);1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
A.1.11.5;Ausschluss;Netzteil 100-240V (USB-C) im Lieferumfang enthalten;1. Technische Anforderungen;1.11 Stromversorgung;;;;
A.1.11.6;Ausschluss;Netzteil innerhalb der Produktfamilie austauschbar;1. Technische Anforderungen;1.11 Stromversorgung;;;;
A.1.11.7;Ausschluss;"Eine angemessene Batterieleistung wird angenommen, wenn folgender Wert des Benchmarks „MobileMark 30“ eingehalten wird: „Battery life“: min. 08:00h
Nachweis: Messprotokoll, Eine angemessene Batterie-Leistung wird angenommen, wenn folgender Wert des Benchmarks „MobileMark 30“ eingehalten wird:
 „Battery life “: (Einstellung: CPU wie unter A1.1.1  1920x1200 bei 60 Hz, 250 Nits nach der aktuellen Bap";1. Technische Anforderungen;1.11 Stromversorgung;;;;
B.1.11.9;Bewertung;Schnell-Ladefunktion (35% in 20 Minuten) / Express Ladefunktion des Gerätes bei entsprechendem Netzteil;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.10;Bewertung;Batterie LED-Statusanzeige;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.11;Bewertung;Optional: 3 Jahre Hersteller-Akkuservice (Tausch bei Nennkapazität <50% oder aufblähen);1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
A.1.12.1;Ausschluss;Optional: USB-C Dockingstation vom Hersteller des Endgerätes mit Ladefunktion und 40 Gbit/s Datenübertragung (Alle Schnittstellen sind im Preisblatt anzugeben.);1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.2;Ausschluss;Dockingstation innerhalb der Produktfamilie (Notebook A,B,C,D) austauschbar;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.3;Ausschluss;Dockingstation mit min. 3 digitalen Bildschirmanschlüssen (DisplayPort oder HDMI),  Ladefunktion mind. 90 Watt,  und Netzwerkanschluss mit durchgeschleifter MAC-Adresse, PXE 2.1, WOL,;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.4;Ausschluss;Dockingstation generationsübergreifend kompatibel;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.5;Ausschluss;Dockingstationkabellänge des USB-C Anschlusskabels mind. 50 cm;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
B.1.12.6;Bewertung;Dockingstation Schnell-Ladefunktion (35% in 20 Minuten) / Express Ladefunktion des Gerätes bei entsprechendem Netzteil;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;20,0;;;
B.1.12.7;Bewertung;Dockingstation Stromversorgung über USB-C (einfach) >100 Watt;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;20,0;;;
A.1.13.1;Ausschluss;Spritzwassergeschützte, hintergrundbeleuchtete QWERTZ-Tastatur (deutsches Layout);1. Technische Anforderungen;1.13 Eingabegeräte;;;;
A.1.13.2;Ausschluss;Optional US-Englisches und UK-Englisches Tastaturlayout erhältlich;1. Technische Anforderungen;1.13 Eingabegeräte;;;;
A.1.13.3;Ausschluss;Touchpad, Multitouch fähig;1. Technische Anforderungen;1.13 Eingabegeräte;;;;
A.1.14.1;Ausschluss;Microsoft Windows 11 Professional 64 Bit OEM vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.14 Betriebssystem;;;;
A.1.14.2;Ausschluss;Alternativ Microsoft Windows 11 Home 64 BIT OEM  vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.14 Betriebssystem;;;;
B.1.14.3;Bewertung;"Alternativ Linux, Ubuntu mind. 24.04 LTS (werksseitig), Gerät ist offziell zertifiziert und auf folgender Seite gelistet; URL: https://certification.ubuntu.com/";1. Technische Anforderungen;1.14 Betriebssystem;30,0;;;
A.1.15.1;Ausschluss;Neugeräte aus Serienproduktion;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;;;;
A.1.15.2;Ausschluss;Weitere Gerätetypen der gleichen Produktfamilie mit 16 Zoll Display verfügbar;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;;;;
A.1.15.3;Ausschluss;Alle imagerelevanten Bauteile über Produktlebenszyklus unverändert - Wo aus Liefer‑ oder Technologiergründen Komponenten angepasst werden müssen, stellt der Hersteller funktional gleichwertige Bauteile mit identischer oder höherer Kompatibilität bereit;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;;;;
B.1.15.4;Bewertung;Geplante Produktlaufzeit in Monaten (Nachweis mit Hersteller-Roadmap);1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;30,0;;;
B.1.15.5;Bewertung;Der Computer ist so gebaut, dass Akku, SSD ausgetauscht werden können.;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;30,0;;;
B.1.15.6;Bewertung;Der USB-C Anschluss ist Modular verbaut - im Falle eines Defektes muss nicht das komplette Mainboard getauscht werden;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;50,0;;;
A.2.1.1;Ausschluss;Wake-on-LAN, PXE 2.x -Boot, Durchleitung MAC-Adresse (virtuelle MAC und/oder LOM/NIC MAC [sofern im Endgerät vorhanden], Pre-OS Support,;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.2;Ausschluss;"Der Hersteller muss ermöglichen, dass das System‑BIOS im Rahmen der vom Hersteller freigegebenen Versionen sowohl aktualisiert (Upgrade) als auch auf frühere, freigegebene BIOS‑Stände zurückgesetzt (Downgrade) werden kann.
Einschränkungen von BIOS‑Downgrades sind  zulässig, wenn sicherheitskritische BIOS‑ bzw. Firmware‑Updates ein Downgrade aus Sicherheitsgründen unterbinden";2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.3;Ausschluss;"Energiemanagement: Das Gerät muss ein ACPI-konformes Betriebssystem unterstützen. Das Gerät muss bei Inaktivität selbständig in den Ruhemodus übergehen sowie den Monitor ausschalten. Voreinstellung bei Auslieferung:
- Monitor aus ≤ 15 Min
- Ruhemodus (ACPI S3) ≤ 30 Min";2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.4;Ausschluss;Der Kunde soll die Möglichkeit haben mindestens eine kundenspezifische Information selbst im Geräte-BIOS zu hinterlegen, z.B. die Inventarnummer des Gerätes und/oder eine Anlagennummer. Das Feld im BIOS muss durch den Kunden initial gefüllt und nachträglich bearbeitet werden können.;2. Zusätzliche Leistungen;2.1 Management;;;;
B.2.1.5;Bewertung;Ersatzteil & Treiberversorgung mind. 5 Jahre ab Kaufdatum;2. Zusätzliche Leistungen;2.1 Management;30,0;;;
B.2.1.6;Bewertung;Öffentlich zugängliche und bebilderte Service/Reparatur-anleitung verfügbar, in deutscher Sprache;2. Zusätzliche Leistungen;2.1 Management;10,0;;;
A.2.1.7;Ausschluss;SCCM-fähige Treiberpakete verfügbar;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.8;Ausschluss;Kostenloses Tool vom Gerätehersteller zur automatisierten Firmware- u. Treiberaktualisierung (Windows) verfügbar;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.9;Ausschluss;Kostenloses Tool vom Gerätehersteller zur Bios-Konfiguration verfügbar;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.2.1;Ausschluss;Optional: Aufkleber mit Assetdaten (z.B. Seriennummer, MAC.Adresse) auf Verpackung;2. Zusätzliche Leistungen;2.2 Geräteetikettierung;;;;
A.2.2.2;Ausschluss;Optional: Aufkleber mit Assetdaten (z.B. Seriennummer, MAC.Adresse) auf System;2. Zusätzliche Leistungen;2.2 Geräteetikettierung;;;;
A.2.2.3;Ausschluss;Optional: Aufbringen kundenspezifischer Aufkleber auf System;2. Zusätzliche Leistungen;2.2 Geräteetikettierung;;;;
A.3.1.1;Ausschluss;"Das Gerät erfüllt vollständig die Anforderungen des aktuellen ENERGY-STAR-Programms für Computer (derzeit ENERGY STAR Version 9.0).

Nachweise: Herstellererklärung; der Bieter verpflichtet sich, spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht oder ein Dokument gemäß der jeweils gültigen ENERGY-STAR-Testvorschrift oder ein Dokument mit folgenden Angaben vorzulegen:

Name des Prüfl";3. Qualität/ Sicherheit/ Umwelt;3.1 Energieverbrauch;;;;
A.3.2.1;Ausschluss;"GS-Zeichen; CE; WEEE; EU-RoHS – entsprechende Konformitäts- und Zertifikatsunterlagen werden beigefügt.";3. Qualität/ Sicherheit/ Umwelt;3.2 Zertifizierungen;;;;
A.3.2.2;Ausschluss;"TCO-Zertifizierung: Das Gerät erfüllt die aktuellen Anforderungen des TCO Certified-Labels für Notebooks (TCO 9 oder neuer); ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung wird beigefügt.";3. Qualität/ Sicherheit/ Umwelt;3.2 Zertifizierungen;;;;
A.3.2.3;Ausschluss;Erfüllung der Umweltkriterien gemäß EPEAT-Standard in der Einstufung „EPEAT Gold“ (aktuelle Version, inkl. Climate+ soweit verfügbar): Es werden alle mit „R“ gekennzeichneten Kriterien sowie mindestens 75 % der mit „O“ gekennzeichneten Kriterien erfüllt. Als Nachweis ist entweder eine gültige EPEAT-Gold-Registrierung (z. B. ein Auszug aus der EPEAT-Produktdatenbank) oder ein gleichwertiger Nachwei;3. Qualität/ Sicherheit/ Umwelt;3.2 Zertifizierungen;;;;
B.3.2.4;Bewertung;Erfüllung von Umweltkriterien analog zur Climate+Zertifizierung, ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung ist beizufügen;3. Qualität/ Sicherheit/ Umwelt;3.2 Zertifizierungen;20,0;;;
A.3.2.5;Ausschluss;Einhaltung der ILO-Kernarbeitsnormen - ein entsprechender Nachweis, Zertifikat oder gleichwertige Bestätigung ist beizufügen;3. Qualität/ Sicherheit/ Umwelt;3.2 Zertifizierungen;;;;
A.3.2.6;Ausschluss;EcoVadis-Zertifizierung (mind. Platin, Nachweis: Herstellererklärung);3. Qualität/ Sicherheit/ Umwelt;3.2 Zertifizierungen;;;;
A.1.1.1;Ausschluss;"x86-Technologie (64 Bit) AMD / Intel Prozessor, Mindestleistung ≥ 1700 Score Points „Overall“ im Benchmark „SYSmark 30“, AES-NI-Funktionen.

Testeinstellung: Auflösung 1920×1200 bei 60 Hz, Displayhelligkeit mind. 200 Nits, Betriebssystem Windows 11 Pro 24H2 oder höher. Der Leistungswert SYSmark 30 „Overall Rating“ ist für die angebotene Konfiguration durch Vorlage eines geeigneten Messprotokolls m";1. Technische Anforderungen;1.1 Prozessor;;;;
A.1.1.2;Ausschluss;"Alternativ: x86-Technologie (64 Bit) AMD / Intel Prozessor,  Mindestleistung ≥ 1800 Score Points „Overall“ im Benchmark „SYSmark 30“, AES-NI-Funktionen.

Testeinstellung: Auflösung 1920×1200 bei 60 Hz, Displayhelligkeit mind. 200 Nits, Betriebssystem Windows 11 Pro 24H2 oder höher.Der Leistungswert SYSmark 30 „Overall Rating“ ist für die angebotene Konfiguration durch Vorlage eines geeigneten Mess";1. Technische Anforderungen;1.1 Prozessor;;;;
A.1.2.1;Ausschluss;16 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.2.2;Ausschluss;Alternativ: 32 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.2.3;Ausschluss;Alternativ: 64 GB RAM DDR5;1. Technische Anforderungen;1.2 Arbeitsspeicher;;;;
A.1.3.1;Ausschluss;"Ethernet-Adapter RJ-45, 10/100/1000 Mbit/s, (oder Adapter im Lieferumfang), Autosensing, Unterstützung für Preboot-Execution-Environment (PXE 2.1); WOL";1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.2;Ausschluss;WLAN-Adapter Wifi 6 oder Wifi7;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.3;Ausschluss;Bluetooth mind. 5.3;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.3.4;Ausschluss;Optional integriertes Mobiles Breitband Modul 4G oder 5G erhältlich, externe Simcard-Schnittstelle inkl. E-Sim;1. Technische Anforderungen;1.3 Netzwerkkarte/ Kommunikation;;;;
A.1.4.1;Ausschluss;Min. 480 GB SSD M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.2;Ausschluss;Alternativ: Min. 1TB SSD M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.3;Ausschluss;Alternativ bis zu 2 TB SSD M.2 PCIe;1. Technische Anforderungen;1.4 SSD;;;;
A.1.4.4;Ausschluss;Optional: Festplatte/SSD verbleibt im Reparaturfall beim Kunden;1. Technische Anforderungen;1.4 SSD;;;;
A.1.5.1;Ausschluss;Soundkarte onboard;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.2;Ausschluss;mind. 2 Integrierte Mikrofone mit Rauschunterdrückung;1. Technische Anforderungen;1.5 Sound;;;;
A.1.5.3;Ausschluss;mind. 2 Integrierte Lautsprecher;1. Technische Anforderungen;1.5 Sound;;;;
A.1.6.1;Ausschluss;Min. 4 x USB Anschlüsse (davon mind. 2x USB Type-C, mind. 1x Thunderbolt 4.0, 40Gbit/s);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.2;Ausschluss;3 digitale Bildschirmausgänge (davon mind. 1x HDMI 2.0 oder DP 2.1);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
B.1.6.3;Bewertung;HDMI 2.1;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;10,0;;;
A.1.6.4;Ausschluss;Optionaler Smart Card Reader;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.5;Ausschluss;Stereokopfhörer- / Mikrofonbuchse (ggf. kombiniert);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.6;Ausschluss;Schnittstellen- und Laufwerksverriegelung über BIOS, Passwortschutz für System und Setup;1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.7;Ausschluss;Integrierte Kamera mit Status-LED und Kameraschutzblende (mechanisch);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.6.8;Ausschluss;Alternativ IR- Kamera, mind.Full-HD mit Status-LED und Kameraschutzblende (mechanisch);1. Technische Anforderungen;1.6 Schnittstellen / Anschlüsse / Systemboard-Steckplätze / Laufwerke;;;;
A.1.7.1;Ausschluss;TPM mind. 2.0 Modul onboard mind. FIPS-140-2 zertifiziert;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
B.1.7.2;Bewertung;TPM mind. 2.0 Modul onboard mind. FIPS-140-3 zertifiziert;1. Technische Anforderungen;1.7 Sicherheit/ Management;20,0;;;
A.1.7.3;Ausschluss;Optional integrierter biometrischer Fingerabdruck-Leser erhältlich;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.4;Ausschluss;SCCM-fähige Treiberpakete verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.5;Ausschluss;Kostenbloses Tool vom Gerätehersteller zur automatisierten Firmware- u. Treiberaktualisierung (Windows) verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.7.6;Ausschluss;Kostenloses Tool vom Gerätehersteller zur Bios-Konfiguration verfügbar;1. Technische Anforderungen;1.7 Sicherheit/ Management;;;;
A.1.8.1;Ausschluss;Grafikkarte onboard;1. Technische Anforderungen;1.8 Grafikkarte;;;;
A.1.8.2;Ausschluss;DirectX12.x & OpenGL mind. 4.6 Unterstützung;1. Technische Anforderungen;1.8 Grafikkarte;;;;
A.1.9.1;Ausschluss;max. Start-Gewicht ≤ 1,4 kg (Notebook, gilt nicht für 2in1 siehe A1.10.3);1. Technische Anforderungen;1.9 Gehäuse;;;;
A.1.9.3;Ausschluss;Gehäuse mit Vorrichtung zur Diebstahlsicherung (Kensington, Noble oder vergleichbar);1. Technische Anforderungen;1.9 Gehäuse;;;;
A.1.10.1;Ausschluss;"14"" entspiegeltes / mattes Display";1. Technische Anforderungen;1.10 Display;;;;
A.1.10.2;Ausschluss;Auflösung WUXGA (mind. 1.920 x 1.200 Pixel), 16:10, Helligkeit 400 Nits oder höher;1. Technische Anforderungen;1.10 Display;;;;
A.1.10.3;Ausschluss;Alternativ 2in1 360 Grad WUXGA (oder höher) Helligkeit 500 Nits oder höher mit Touchdisplay inkl. aktiver Stifteingabe;1. Technische Anforderungen;1.10 Display;;;;
B.1.10.4;Bewertung;Optional: Hardwareseitiger Blaulichtfilter;1. Technische Anforderungen;1.10 Display;20,0;;;
B.1.10.5;Bewertung;Optional: stromsparendes Display (Low Power < 3,5 Watt);1. Technische Anforderungen;1.10 Display;20,0;;;
A.1.10.6;Ausschluss;"Das Display erfüllt die ergonomischen Eigenschaften nach der EN ISO 9241 und hält mindestens Pixelfehlerklasse 1 ein.
Nachweis: Herstellererklärung und der Bieter legt spätestens auf Nachfrage vor Zuschlagserteilung einen Prüfbericht vor.";1. Technische Anforderungen;1.10 Display;;;;
A.1.11.1;Ausschluss;Lithium Ionen Akku ≥ 50 Wh;1. Technische Anforderungen;1.11 Stromversorgung;;;;
B.1.11.2;Bewertung;Alternative Akku-Größe zu A.1.11.1 ≥ 65 Wh;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
A.1.11.3;Ausschluss;Netzteil 100-240V (USB-C) im Lieferumfang enthalten;1. Technische Anforderungen;1.11 Stromversorgung;;;;
A.1.11.4;Ausschluss;Netzteil innerhalb der Produktfamilie austauschbar;1. Technische Anforderungen;1.11 Stromversorgung;;;;
A.1.11.5;Ausschluss;"Eine angemessene Batterieleistung wird angenommen, wenn folgender Wert des Benchmarks „MobileMark 30“ eingehalten wird: „Battery life“: min. 08:00h
Nachweis: Messprotokoll, Eine angemessene Batterie-Leistung wird angenommen, wenn folgender Wert des Benchmarks „MobileMark 30“ eingehalten wird:
 „Battery life “: (Einstellung: CPU wie unter A1.1.1 1920x1200 bei 60 Hz, 250 Nits nach der aktuellen Bapc";1. Technische Anforderungen;1.11 Stromversorgung;;;;
B.1.11.7;Bewertung;Schnell-Ladefunktion (35% in 20 Minuten) / Express Ladefunktion des Gerätes bei entsprechendem Netzteil;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.8;Bewertung;Batterie LED-Statusanzeige;1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
B.1.11.9;Bewertung;Optional: 3 Jahre Hersteller-Akkuservice (Tausch bei Nennkapazität <50% oder aufblähen);1. Technische Anforderungen;1.11 Stromversorgung;20,0;;;
A.1.12.1;Ausschluss;Optional: USB-C Dockingstation vom Hersteller des Endgerätes mit Ladefunktion und 40 Gbit/s Datenübertragung (Alle Schnittstellen sind im Preisblatt anzugeben.);1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.2;Ausschluss;Dockingstation innerhalb der Produktfamilie (Notebook A,B,C,D) austauschbar;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.3;Ausschluss;Dockingstation mit min. 3 digitalen Bildschirmanschlüssen (DisplayPort oder HDMI),  Ladefunktion mind. 90 Watt,  und Netzwerkanschluss mit durchgeschleifter MAC-Adresse, PXE 2.1, WOL,;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.4;Ausschluss;Dockingstation generationsübergreifend kompatibel;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
A.1.12.5;Ausschluss;Dockingstationkabellänge des USB-C Anschlusskabels mind. 50 cm;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;;;;
B.1.12.6;Bewertung;Dockingstation Schnell-Ladefunktion (35% in 20 Minuten) / Express Ladefunktion des Gerätes bei entsprechendem Netzteil;1. Technische Anforderungen;1.12 Portreplikator / Dockinstation;20,0;;;
A.1.13.1;Ausschluss;Spritzwassergeschützte, hintergrundbeleuchtete QWERTZ-Tastatur (deutsches Layout);1. Technische Anforderungen;1.13 Interne Tastatur;;;;
A.1.13.2;Ausschluss;Optional US-Englisches und UK-Englisches Tastaturlayout erhältlich;1. Technische Anforderungen;1.13 Interne Tastatur;;;;
A.1.13.3;Ausschluss;Touchpad, Multitouch fähig;1. Technische Anforderungen;1.13 Interne Tastatur;;;;
A.1.14.1;Ausschluss;Microsoft Windows 11 Professional 64 Bit OEM vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.14 Betriebssystem;;;;
A.1.14.2;Ausschluss;Alternativ Microsoft Windows 11 Home 64 BIT OEM  vorinstalliert inkl. Lizenz;1. Technische Anforderungen;1.14 Betriebssystem;;;;
B.1.14.3;Bewertung;"Alternativ Linux, Ubuntu mind. 24.04 LTS (werksseitig), Gerät ist offziell zertifiziert und auf folgender Seite gelistet; URL: https://certification.ubuntu.com/";1. Technische Anforderungen;1.14 Betriebssystem;30,0;;;
A.1.15.1;Ausschluss;Neugeräte aus Serienproduktion;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;;;;
A.1.15.2;Ausschluss;Weitere Gerätetypen der gleichen Produktfamilie mit 13 Zoll Display verfügbar;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;;;;
A.1.15.3;Ausschluss;Alle imagerelevanten Bauteile über Produktlebenszyklus unverändert - Wo aus Liefer‑ oder Technologiergründen Komponenten angepasst werden müssen, stellt der Hersteller funktional gleichwertige Bauteile mit identischer oder höherer Kompatibilität bereit;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;;;;
B.1.15.4;Bewertung;Geplante Produktlaufzeit in Monaten (Nachweis mit Hersteller-Roadmap);1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;30,0;;;
B.1.15.5;Bewertung;Der Computer ist so gebaut, dass Akku und SSD ausgetauscht werden können.;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;30,0;;;
B.1.15.6;Bewertung;Der USB-C Anschluss ist Modular verbaut - im Falle eines Defektes muss nicht das komplette Mainboard getauscht werden;1. Technische Anforderungen;1.15 Allgemeine Eigenschaften;50,0;;;
A.2.1.1;Ausschluss;Wake-on-LAN, PXE 2.x -Boot, Durchleitung MAC-Adresse (virtuelle MAC und/oder LOM/NIC MAC [sofern im Endgerät vorhanden], Pre-OS Support,;2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.2;Ausschluss;"Der Hersteller muss ermöglichen, dass das System‑BIOS im Rahmen der vom Hersteller freigegebenen Versionen sowohl aktualisiert (Upgrade) als auch auf frühere, freigegebene BIOS‑Stände zurückgesetzt (Downgrade) werden kann.
Einschränkungen von BIOS‑Downgrades sind  zulässig, wenn sicherheitskritische BIOS‑ bzw. Firmware‑Updates ein Downgrade aus Sicherheitsgründen unterbinden";2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.3;Ausschluss;"Energiemanagement: Das Gerät muss ein ACPI-konformes Betriebssystem unterstützen. Das Gerät muss bei Inaktivität selbständig in den Ruhemodus übergehen sowie den Monitor ausschalten. Voreinstellung bei Auslieferung:
- Monitor aus ≤ 15 Min
- Ruhemodus (ACPI S3) ≤ 30 Min";2. Zusätzliche Leistungen;2.1 Management;;;;
A.2.1.4;Ausschluss;Der Kunde soll die Möglichkeit haben mindestens eine kundenspezifische Information selbst im Geräte-BIOS zu hinterlegen, z.B. die Inventarnummer des Gerätes und/oder eine Anlagennummer. Das Feld im BIOS muss durch den Kunden initial gefüllt und nachträglich bearbeitet werden können.;2. Zusätzliche Leistungen;2.1 Management;;;;
B.2.1.5;Bewertung;Ersatzteil & Treiberversorgung mind. 5 Jahre ab Kaufdatum;2. Zusätzliche Leistungen;2.1 Management;30,0;;;
B.2.1.6;Bewertung;Öffentlich zugängliche und bebilderte Service/Reparatur-anleitung verfügbar, in deutscher Sprache;2. Zusätzliche Leistungen;2.1 Management;10,0;;;
